source,size,N_params,chinchilla_scale,D_tokens,epochs,K_paraphrase,D_prime_tokens,tokens_trained,Dprime_over_D,D_over_N,val_loss,eta_fit,R_star_fit,D_eff_fit,val_loss_pred,resid_log,kept_in_canonical_fit
1epoch,100m,100000000,0.05,100000000,1,,0,100000000,0.0,1.0,7.618,,,100000000,8.067185,-0.057291,True
1epoch,100m,100000000,0.1,200000000,1,,0,200000000,0.0,2.0,6.8242,,,200000000,6.607728,0.032235,True
1epoch,100m,100000000,0.25,500000000,1,,0,500000000,0.0,5.0,5.8502,,,500000000,5.247445,0.108735,True
1epoch,100m,100000000,0.5,1000000000,1,,0,1000000000,0.0,10.0,4.8499,,,1000000000,4.526063,0.069106,True
1epoch,100m,100000000,1.0,2000000000,1,,0,2000000000,0.0,20.0,3.9723,,,2000000000,3.993506,-0.005324,True
1epoch,100m,100000000,2.0,4000000000,1,,0,4000000000,0.0,40.0,3.4905,,,4000000000,3.600347,-0.030985,True
1epoch,100m,100000000,4.0,8000000000,1,,0,8000000000,0.0,80.0,3.1973,,,8000000000,3.310098,-0.034671,True
1epoch,190m,190000000,0.05,190000000,1,,0,190000000,0.0,1.0,6.6618,,,190000000,6.515631,0.022186,True
1epoch,190m,190000000,0.1,380000000,1,,0,380000000,0.0,2.0,6.0518,,,380000000,5.413721,0.111419,True
1epoch,190m,190000000,0.25,950000000,1,,0,950000000,0.0,5.0,4.8364,,,950000000,4.386689,0.097596,True
1epoch,190m,190000000,0.5,1900000000,1,,0,1900000000,0.0,10.0,3.7874,,,1900000000,3.842036,-0.014323,True
1epoch,190m,190000000,1.0,3800000000,1,,0,3800000000,0.0,20.0,3.331,,,3800000000,3.439948,-0.032184,True
1epoch,190m,190000000,2.0,7600000000,1,,0,7600000000,0.0,40.0,3.0447,,,7600000000,3.143107,-0.031809,True
1epoch,190m,190000000,4.0,15200000000,1,,0,15200000000,0.0,80.0,2.8778,,,15200000000,2.923966,-0.015915,True
1epoch,190m,190000000,8.0,30400000000,1,,0,30400000000,0.0,160.0,2.7867,,,30400000000,2.762185,0.008836,True
1epoch,190m,190000000,16.0,60800000000,1,,0,60800000000,0.0,320.0,2.7356,,,60800000000,2.642751,0.03453,True
1epoch,370m,370000000,0.05,370000000,1,,0,370000000,0.0,1.0,6.0294,,,370000000,5.290709,0.130695,False
1epoch,370m,370000000,0.1,740000000,1,,0,740000000,0.0,2.0,5.1539,,,740000000,4.467673,0.142886,False
1epoch,370m,370000000,0.25,1850000000,1,,0,1850000000,0.0,5.0,3.6723,,,1850000000,3.700565,-0.007667,True
1epoch,370m,370000000,0.5,3700000000,1,,0,3700000000,0.0,10.0,3.1976,,,3700000000,3.293754,-0.029628,True
1epoch,370m,370000000,1.0,7400000000,1,,0,7400000000,0.0,20.0,2.9141,,,7400000000,2.993428,-0.026858,True
1epoch,370m,370000000,2.0,14800000000,1,,0,14800000000,0.0,40.0,2.7294,,,14800000000,2.771713,-0.015384,True
1epoch,370m,370000000,4.0,29600000000,1,,0,29600000000,0.0,80.0,2.6374,,,29600000000,2.608032,0.011198,True
1epoch,370m,370000000,8.0,59200000000,1,,0,59200000000,0.0,160.0,2.5877,,,59200000000,2.487195,0.039614,True
1epoch,600m,600000000,0.05,600000000,1,,0,600000000,0.0,1.0,5.4726,,,600000000,4.592998,0.175221,False
1epoch,600m,600000000,0.1,1200000000,1,,0,1200000000,0.0,2.0,4.1604,,,1200000000,3.926963,0.057745,True
1epoch,600m,600000000,0.25,3000000000,1,,0,3000000000,0.0,5.0,3.2421,,,3000000000,3.306186,-0.019574,True
1epoch,600m,600000000,0.5,6000000000,1,,0,6000000000,0.0,10.0,2.9227,,,6000000000,2.976977,-0.018401,True
1epoch,600m,600000000,1.0,12000000000,1,,0,12000000000,0.0,20.0,2.7273,,,12000000000,2.73394,-0.002432,True
1epoch,600m,600000000,2.0,24000000000,1,,0,24000000000,0.0,40.0,2.5787,,,24000000000,2.554519,0.009422,True
1epoch,600m,600000000,4.0,48000000000,1,,0,48000000000,0.0,80.0,2.5021,,,48000000000,2.422061,0.032511,True
repeat,14m,14000000,0.05,14000000,2,,14000000,28000000,1.0,1.0,9.2009,0.991768,60.406604,27884755,13.083142,-0.352023,False
repeat,14m,14000000,0.05,14000000,4,,42000000,56000000,3.0,1.0,8.2162,0.975574,60.406604,54974121,10.575727,-0.252454,False
repeat,14m,14000000,0.05,14000000,8,,98000000,112000000,7.0,1.0,7.8159,0.944234,60.406604,106534935,8.753579,-0.113303,True
repeat,14m,14000000,0.05,14000000,16,,210000000,224000000,15.0,1.0,7.0861,0.885511,60.406604,199957254,7.446919,-0.049665,True
repeat,14m,14000000,0.05,14000000,32,,434000000,448000000,31.0,1.0,6.4091,0.7822,60.406604,353474741,6.538143,-0.019934,True
repeat,14m,14000000,0.05,14000000,64,,882000000,896000000,63.0,1.0,6.1188,0.620923,60.406604,561653728,5.949458,0.028066,True
repeat,14m,14000000,0.1,28000000,2,,28000000,56000000,1.0,2.0,8.2144,0.989037,45.272728,55693027,10.53463,-0.248779,False
repeat,14m,14000000,0.1,28000000,4,,84000000,112000000,3.0,2.0,7.8615,0.967587,45.272728,109277337,8.693564,-0.100606,True
repeat,14m,14000000,0.1,28000000,8,,196000000,224000000,7.0,2.0,7.1053,0.926526,45.272728,209599070,7.362909,-0.035614,True
repeat,14m,14000000,0.1,28000000,16,,420000000,448000000,15.0,2.0,6.387,0.851213,45.272728,385509490,6.418585,-0.004933,True
repeat,14m,14000000,0.1,28000000,32,,868000000,896000000,31.0,2.0,5.7526,0.72404,45.272728,656466433,5.776555,-0.004156,True
repeat,14m,14000000,0.1,28000000,64,,1764000000,1792000000,63.0,2.0,5.6692,0.539906,45.272728,980393604,5.382584,0.051879,True
repeat,14m,14000000,0.25,70000000,2,,70000000,140000000,1.0,5.0,7.6403,0.984003,30.92204,138880225,8.159187,-0.065708,True
repeat,14m,14000000,0.25,70000000,4,,210000000,280000000,3.0,5.0,6.8801,0.953022,30.92204,270134692,6.938924,-0.008514,True
repeat,14m,14000000,0.25,70000000,8,,490000000,560000000,7.0,5.0,6.0321,0.894891,30.92204,508496511,6.065993,-0.005603,True
repeat,14m,14000000,0.25,70000000,16,,1050000000,1120000000,15.0,5.0,5.409,0.792344,30.92204,901960996,5.458892,-0.009182,True
repeat,14m,14000000,0.25,70000000,32,,2170000000,2240000000,31.0,5.0,5.0083,0.631455,30.92204,1440257075,5.064515,-0.011162,True
repeat,14m,14000000,0.25,70000000,64,,4410000000,4480000000,63.0,5.0,4.8192,0.426837,30.92204,1952352228,4.848252,-0.00601,True
repeat,14m,14000000,0.5,140000000,2,,140000000,280000000,1.0,10.0,6.9261,0.978732,23.175034,277022488,6.899362,0.003868,True
repeat,14m,14000000,0.5,140000000,4,,420000000,560000000,3.0,10.0,6.0471,0.93798,23.175034,533951580,6.008108,0.006469,True
repeat,14m,14000000,0.5,140000000,8,,980000000,1120000000,7.0,10.0,5.3494,0.863099,23.175034,985836859,5.377615,-0.005261,True
repeat,14m,14000000,0.5,140000000,16,,2100000000,2240000000,15.0,10.0,4.7967,0.736218,23.175034,1686057469,4.948907,-0.031239,True
repeat,14m,14000000,0.5,140000000,32,,4340000000,4480000000,31.0,10.0,4.5544,0.551369,23.175034,2532943360,4.684722,-0.028213,True
repeat,14m,14000000,1.0,280000000,2,,280000000,560000000,1.0,20.0,6.0532,0.971758,17.368913,552092111,5.969223,0.01397,True
repeat,14m,14000000,1.0,280000000,4,,840000000,1120000000,3.0,20.0,5.3521,0.918403,17.368913,1051458928,5.320658,0.005892,True
repeat,14m,14000000,1.0,280000000,8,,1960000000,2240000000,7.0,20.0,4.7893,0.82304,17.368913,1893157706,4.868853,-0.016474,True
repeat,14m,14000000,1.0,280000000,16,,4200000000,4480000000,15.0,20.0,4.4627,0.669703,17.368913,3092753068,4.571339,-0.024052,True
repeat,14m,14000000,1.0,280000000,32,,8680000000,8960000000,31.0,20.0,4.3076,0.466254,17.368913,4327083979,4.401642,-0.021597,True
repeat,14m,14000000,2.0,560000000,2,,560000000,1120000000,1.0,40.0,5.3081,0.962555,13.017419,1099030733,5.282468,0.004841,True
repeat,14m,14000000,2.0,560000000,4,,1680000000,2240000000,3.0,40.0,4.7446,0.893134,13.017419,2060465808,4.812851,-0.014283,True
repeat,14m,14000000,2.0,560000000,8,,3920000000,4480000000,7.0,40.0,4.4087,0.773484,13.017419,3592055599,4.492625,-0.018857,True
repeat,14m,14000000,2.0,560000000,16,,8400000000,8960000000,15.0,40.0,4.2379,0.593674,13.017419,5546857998,4.291265,-0.012514,True
repeat,14m,14000000,2.0,560000000,32,,17360000000,17920000000,31.0,40.0,4.1815,0.381109,13.017419,7176043950,4.188802,-0.001745,True
repeat,14m,14000000,4.0,1120000000,2,,1120000000,2240000000,1.0,80.0,4.7007,0.950457,9.75612,2184512047,4.775386,-0.015763,True
repeat,14m,14000000,4.0,1120000000,4,,3360000000,4480000000,3.0,80.0,4.4082,0.860869,9.75612,4012519874,4.437636,-0.006655,True
repeat,14m,14000000,4.0,1120000000,8,,7840000000,8960000000,7.0,80.0,4.2228,0.71363,9.75612,6714861227,4.214137,0.002054,True
repeat,14m,14000000,4.0,1120000000,16,,16800000000,17920000000,15.0,80.0,4.1109,0.510623,9.75612,9698471321,4.082728,0.006877,True
repeat,14m,14000000,8.0,2240000000,2,,2240000000,4480000000,1.0,160.0,4.3909,0.934632,7.311885,4333575298,4.400939,-0.002284,True
repeat,14m,14000000,8.0,2240000000,4,,6720000000,8960000000,3.0,160.0,4.2248,0.820254,7.311885,7752107305,4.160263,0.015394,True
repeat,14m,14000000,8.0,2240000000,8,,15680000000,17920000000,7.0,160.0,4.0934,0.643539,7.311885,12330695238,4.007639,0.021174,True
repeat,14m,14000000,8.0,2240000000,16,,33600000000,35840000000,15.0,160.0,4.0389,0.424797,7.311885,16513187222,3.926333,0.028267,True
repeat,30m,30000000,0.05,30000000,2,,30000000,60000000,1.0,1.0,8.0091,0.988827,44.414911,59664796,9.938004,-0.215788,False
repeat,30m,30000000,0.05,30000000,4,,90000000,120000000,3.0,1.0,7.5634,0.966975,44.414911,117027775,8.152469,-0.075,True
repeat,30m,30000000,0.05,30000000,8,,210000000,240000000,7.0,1.0,6.675,0.925179,44.414911,224287675,6.862494,-0.027702,True
repeat,30m,30000000,0.05,30000000,16,,450000000,480000000,15.0,1.0,5.9493,0.848645,44.414911,411890254,5.947787,0.000254,True
repeat,30m,30000000,0.05,30000000,32,,930000000,960000000,31.0,1.0,5.4662,0.719812,44.414911,699424896,5.327016,0.025793,True
repeat,30m,30000000,0.05,30000000,64,,1890000000,1920000000,63.0,1.0,5.3387,0.534325,44.414911,1039874142,4.947753,0.076049,True
repeat,30m,30000000,0.1,60000000,2,,60000000,120000000,1.0,2.0,7.5623,0.985129,33.28749,119107718,8.112478,-0.070228,True
repeat,30m,30000000,0.1,60000000,4,,180000000,240000000,3.0,2.0,6.6649,0.956262,33.28749,232127122,6.804049,-0.020663,True
repeat,30m,30000000,0.1,60000000,8,,420000000,480000000,7.0,2.0,5.9173,0.901854,33.28749,438778648,5.865862,0.008731,True
repeat,30m,30000000,0.1,60000000,16,,900000000,960000000,15.0,2.0,5.2971,0.80504,33.28749,784535948,5.210348,0.016513,True
repeat,30m,30000000,0.1,60000000,32,,1860000000,1920000000,31.0,2.0,4.8047,0.650664,33.28749,1270235881,4.779985,0.005157,True
repeat,30m,30000000,0.1,60000000,64,,3780000000,3840000000,63.0,2.0,4.6177,0.448758,33.28749,1756305660,4.537653,0.017487,True
repeat,30m,30000000,0.25,150000000,2,,150000000,300000000,1.0,5.0,6.5023,0.978327,22.735919,296749091,6.410892,0.014158,True
repeat,30m,30000000,0.25,150000000,4,,450000000,600000000,3.0,5.0,5.6828,0.936834,22.735919,571575138,5.546872,0.02421,True
repeat,30m,30000000,0.25,150000000,8,,1050000000,1200000000,7.0,5.0,4.9073,0.860712,22.735919,1053747996,4.936181,-0.005868,True
repeat,30m,30000000,0.25,150000000,16,,2250000000,2400000000,15.0,5.0,4.3311,0.732125,22.735919,1797281877,4.52168,-0.043062,True
repeat,30m,30000000,0.25,150000000,32,,4650000000,4800000000,31.0,5.0,4.1665,0.545832,22.735919,2688116992,4.267335,-0.023913,True
repeat,30m,30000000,0.25,150000000,64,,9450000000,9600000000,63.0,5.0,4.1152,0.338295,22.735919,3346888188,4.146581,-0.007597,True
repeat,30m,30000000,0.5,300000000,2,,300000000,600000000,1.0,10.0,5.6401,0.971223,17.039811,591366791,5.508422,0.023624,True
repeat,30m,30000000,0.5,300000000,4,,900000000,1200000000,3.0,10.0,4.8736,0.916917,17.039811,1125225601,4.879856,-0.001283,True
repeat,30m,30000000,0.5,300000000,8,,2100000000,2400000000,7.0,10.0,4.2115,0.820059,17.039811,2022122874,4.442511,-0.053401,True
repeat,30m,30000000,0.5,300000000,16,,4500000000,4800000000,15.0,10.0,3.9728,0.664937,17.039811,3292214450,4.155257,-0.044903,True
repeat,30m,30000000,0.5,300000000,32,,9300000000,9600000000,31.0,10.0,3.8961,0.460545,17.039811,4583071126,3.992436,-0.024425,True
repeat,30m,30000000,0.5,300000000,64,,18900000000,19200000000,63.0,10.0,3.882,0.263768,17.039811,5285206646,3.929229,-0.012093,True
repeat,30m,30000000,1.0,600000000,4,,1800000000,2400000000,3.0,20.0,4.2052,0.891226,12.770768,2204206395,4.387136,-0.042355,True
repeat,30m,30000000,1.0,600000000,8,,4200000000,4800000000,7.0,20.0,3.9541,0.769837,12.770768,3833316513,4.077427,-0.030713,True
repeat,30m,30000000,1.0,600000000,16,,9000000000,9600000000,15.0,20.0,3.8017,0.588344,12.770768,5895099884,3.883402,-0.021263,True
repeat,30m,30000000,1.0,600000000,32,,18600000000,19200000000,31.0,20.0,3.7418,0.375599,12.770768,7586138390,3.785582,-0.011633,True
repeat,30m,30000000,1.0,600000000,64,,37800000000,38400000000,63.0,20.0,3.7049,0.20125,12.770768,8207261609,3.757204,-0.014019,True
repeat,30m,30000000,2.0,1200000000,4,,3600000000,4800000000,3.0,40.0,3.8841,0.858448,9.571263,4290413356,4.023059,-0.035151,True
repeat,30m,30000000,2.0,1200000000,8,,8400000000,9600000000,7.0,40.0,3.7551,0.709291,9.571263,7158042390,3.807164,-0.01377,True
repeat,30m,30000000,2.0,1200000000,16,,18000000000,19200000000,15.0,40.0,3.7005,0.50496,9.571263,10289288646,3.680914,0.005307,True
repeat,30m,30000000,2.0,1200000000,32,,37200000000,38400000000,31.0,40.0,3.6463,0.296645,9.571263,12235186065,3.627366,0.005206,True
repeat,30m,30000000,2.0,1200000000,64,,75600000000,76800000000,63.0,40.0,3.6069,0.151714,9.571263,12669610731,3.617063,-0.002814,True
repeat,30m,30000000,4.0,2400000000,4,,7200000000,9600000000,3.0,80.0,3.7851,0.817233,7.173341,8284080748,3.753909,0.008275,True
repeat,30m,30000000,4.0,2400000000,8,,16800000000,19200000000,7.0,80.0,3.659,0.638553,7.173341,13127690714,3.606734,0.014387,True
repeat,30m,30000000,4.0,2400000000,16,,36000000000,38400000000,15.0,80.0,3.6304,0.419136,7.173341,17488908707,3.528955,0.028341,True
repeat,30m,30000000,4.0,2400000000,32,,74400000000,76800000000,31.0,80.0,3.5732,0.228325,7.173341,19387404531,3.503312,0.019753,True
repeat,30m,30000000,8.0,4800000000,2,,4800000000,9600000000,1.0,160.0,3.7343,0.912505,5.376179,9180024164,3.718464,0.00425,True
repeat,30m,30000000,8.0,4800000000,4,,14400000000,19200000000,3.0,160.0,3.6493,0.766387,5.376179,15835975674,3.554778,0.026243,True
repeat,30m,30000000,8.0,4800000000,8,,33600000000,38400000000,7.0,160.0,3.5995,0.559141,5.376179,23587129555,3.457604,0.040219,True
repeat,30m,30000000,8.0,4800000000,16,,72000000000,76800000000,15.0,160.0,3.5642,0.3364,5.376179,29020781403,3.413361,0.043242,True
repeat,30m,30000000,16.0,9600000000,2,,9600000000,19200000000,1.0,320.0,3.6549,0.885567,4.029267,18101445361,3.52026,0.037534,True
repeat,30m,30000000,16.0,9600000000,4,,28800000000,38400000000,3.0,320.0,3.5926,0.705193,4.029267,29909559329,3.407251,0.05297,True
repeat,30m,30000000,16.0,9600000000,8,,67200000000,76800000000,7.0,320.0,3.5629,0.474304,4.029267,41473229795,3.345974,0.062817,True
repeat,30m,30000000,16.0,9600000000,16,,144000000000,153600000000,15.0,320.0,3.5457,0.262126,4.029267,47346150907,3.323538,0.064706,True
repeat,60m,60000000,0.05,60000000,2,,60000000,120000000,1.0,1.0,7.4312,0.985256,33.578657,119115379,7.830498,-0.052339,True
repeat,60m,60000000,0.05,60000000,4,,180000000,240000000,3.0,1.0,6.72,0.95663,33.578657,232193386,6.521733,0.029948,True
repeat,60m,60000000,0.05,60000000,8,,420000000,480000000,7.0,1.0,5.977,0.902648,33.578657,439112096,5.583058,0.068182,True
repeat,60m,60000000,0.05,60000000,16,,900000000,960000000,15.0,1.0,5.211,0.806497,33.578657,785847169,4.92686,0.05607,True
repeat,60m,60000000,0.05,60000000,32,,1860000000,1920000000,31.0,1.0,4.6546,0.652895,33.578657,1274384942,4.495536,0.034771,True
repeat,60m,60000000,0.05,60000000,64,,3780000000,3840000000,63.0,1.0,4.5379,0.451355,33.578657,1766120201,4.251945,0.065088,True
repeat,60m,60000000,0.1,120000000,2,,120000000,240000000,1.0,2.0,6.7208,0.980393,25.16608,237647106,6.482738,0.036064,True
repeat,60m,60000000,0.1,120000000,4,,360000000,480000000,3.0,2.0,5.95,0.942695,25.16608,459370364,5.526018,0.073924,True
repeat,60m,60000000,0.1,120000000,8,,840000000,960000000,7.0,2.0,5.2172,0.87297,25.16608,853294518,4.8468,0.073642,True
repeat,60m,60000000,0.1,120000000,16,,1800000000,1920000000,15.0,2.0,4.3406,0.753323,25.16608,1475981527,4.381594,-0.0094,True
repeat,60m,60000000,0.1,120000000,32,,3720000000,3840000000,31.0,2.0,4.0327,0.574954,25.16608,2258828826,4.089957,-0.014098,True
repeat,60m,60000000,0.25,300000000,2,,300000000,600000000,1.0,5.0,5.7035,0.971467,17.188859,591440214,5.226449,0.087348,True
repeat,60m,60000000,0.25,300000000,4,,900000000,1200000000,3.0,5.0,4.8439,0.917597,17.188859,1125837344,4.597562,0.052194,True
repeat,60m,60000000,0.25,300000000,8,,2100000000,2400000000,7.0,5.0,4.0984,0.821421,17.188859,2024983969,4.159752,-0.014859,True
repeat,60m,60000000,0.25,300000000,16,,4500000000,4800000000,15.0,5.0,3.7427,0.667112,17.188859,3302003240,3.871854,-0.033926,True
repeat,60m,60000000,0.25,300000000,32,,9300000000,9600000000,31.0,5.0,3.6685,0.463144,17.188859,4607240753,3.708198,-0.010763,True
repeat,60m,60000000,0.25,300000000,64,,18900000000,19200000000,63.0,5.0,3.6014,0.265854,17.188859,5324647481,3.644204,-0.011815,True
repeat,60m,60000000,0.5,600000000,2,,600000000,1200000000,1.0,10.0,4.9164,0.962173,12.882475,1177303596,4.560125,0.075227,True
repeat,60m,60000000,0.5,600000000,4,,1800000000,2400000000,3.0,10.0,4.0728,0.892099,12.882475,2205777388,4.104852,-0.007839,True
repeat,60m,60000000,0.5,600000000,8,,4200000000,4800000000,7.0,10.0,3.6779,0.771503,12.882475,3840312455,3.794691,-0.031261,True
repeat,60m,60000000,0.5,600000000,16,,9000000000,9600000000,15.0,10.0,3.5011,0.590774,12.882475,5916970064,3.600052,-0.027871,True
repeat,60m,60000000,0.5,600000000,32,,18600000000,19200000000,31.0,10.0,3.4115,0.378104,12.882475,7632734140,3.501504,-0.026041,True
repeat,60m,60000000,0.5,600000000,64,,37800000000,38400000000,63.0,10.0,3.3789,0.202946,12.882475,8271369204,3.472617,-0.027358,True
repeat,60m,60000000,1.0,1200000000,4,,3600000000,4800000000,3.0,20.0,3.6322,0.859555,9.654984,4294397535,3.740787,-0.029458,True
repeat,60m,60000000,1.0,1200000000,8,,8400000000,9600000000,7.0,20.0,3.4454,0.711272,9.654984,7174684944,3.524456,-0.022686,True
repeat,60m,60000000,1.0,1200000000,16,,18000000000,19200000000,15.0,20.0,3.3374,0.50754,9.654984,10335720729,3.397636,-0.017888,True
repeat,60m,60000000,1.0,1200000000,32,,37200000000,38400000000,31.0,20.0,3.3004,0.298892,9.654984,12318772541,3.343509,-0.012977,True
repeat,60m,60000000,1.0,1200000000,64,,75600000000,76800000000,63.0,20.0,3.2723,0.153029,9.654984,12768993685,3.332942,-0.018362,True
repeat,60m,60000000,2.0,2400000000,4,,7200000000,9600000000,3.0,40.0,3.4269,0.818614,7.236087,8294019930,3.471652,-0.012974,True
repeat,60m,60000000,2.0,2400000000,8,,16800000000,19200000000,7.0,40.0,3.3075,0.640828,7.236087,13165909111,3.324062,-0.004995,True
repeat,60m,60000000,2.0,2400000000,16,,36000000000,38400000000,15.0,40.0,3.2443,0.421712,7.236087,17581630899,3.245777,-0.000455,True
repeat,60m,60000000,2.0,2400000000,32,,74400000000,76800000000,31.0,40.0,3.233,0.230204,7.236087,19527188496,3.219732,0.004112,True
repeat,60m,60000000,2.0,2400000000,64,,151200000000,153600000000,63.0,40.0,3.2116,0.11484,7.236087,19763734283,3.21682,-0.001624,True
repeat,60m,60000000,4.0,4800000000,4,,14400000000,19200000000,3.0,80.0,3.301,0.768072,5.423205,15860242342,3.272537,0.00866,True
repeat,60m,60000000,4.0,4800000000,8,,33600000000,38400000000,7.0,80.0,3.225,0.561639,5.423205,23671074520,3.174977,0.015632,True
repeat,60m,60000000,4.0,4800000000,16,,72000000000,76800000000,15.0,80.0,3.1852,0.338798,5.423205,29193491207,3.130319,0.01738,True
repeat,60m,60000000,4.0,4800000000,32,,148800000000,153600000000,31.0,80.0,3.1916,0.174366,5.423205,30745682057,3.119903,0.02272,True
repeat,60m,60000000,8.0,9600000000,4,,28800000000,38400000000,3.0,160.0,3.2159,0.707194,4.064511,29967174784,3.12503,0.028663,True
repeat,60m,60000000,8.0,9600000000,8,,67200000000,76800000000,7.0,160.0,3.165,0.476902,4.064511,41647792215,3.063408,0.032625,True
repeat,60m,60000000,8.0,9600000000,16,,144000000000,153600000000,15.0,160.0,3.147,0.264204,4.064511,47645381612,3.040668,0.034372,True
repeat,190m,190000000,0.05,190000000,2,,190000000,380000000,1.0,1.0,5.952,0.976662,21.089704,375565793,5.429733,0.091837,True
repeat,190m,190000000,0.05,190000000,4,,570000000,760000000,3.0,1.0,5.146,0.932131,21.089704,721314746,4.653323,0.100638,True
repeat,190m,190000000,0.05,190000000,8,,1330000000,1520000000,7.0,1.0,4.1333,0.850976,21.089704,1321797764,4.106536,0.006496,True
repeat,190m,190000000,0.05,190000000,16,,2850000000,3040000000,15.0,1.0,3.5928,0.7156,21.089704,2229460122,3.738168,-0.039664,True
repeat,190m,190000000,0.1,380000000,2,,380000000,760000000,1.0,2.0,5.175,0.969023,15.806028,748228815,4.615973,0.114317,True
repeat,190m,190000000,0.1,380000000,4,,1140000000,1520000000,3.0,2.0,4.0728,0.910829,15.806028,1418345235,4.051806,0.005168,True
repeat,190m,190000000,0.1,380000000,8,,2660000000,3040000000,7.0,2.0,3.4631,0.807933,15.806028,2529102910,3.661233,-0.055636,True
repeat,190m,190000000,0.1,380000000,16,,5700000000,6080000000,15.0,2.0,3.2827,0.645807,15.806028,4061099266,3.407428,-0.037292,True
repeat,190m,190000000,0.25,950000000,2,,950000000,1900000000,1.0,5.0,3.7622,0.955083,10.795785,1857328973,3.857389,-0.024987,True
repeat,190m,190000000,0.25,950000000,4,,2850000000,3800000000,3.0,5.0,3.2972,0.87308,10.795785,3438279078,3.490718,-0.057034,True
repeat,190m,190000000,0.25,950000000,8,,6650000000,7600000000,7.0,5.0,3.0864,0.735839,10.795785,5843329482,3.245217,-0.050177,True
repeat,190m,190000000,0.25,950000000,16,,14250000000,15200000000,15.0,5.0,3.0206,0.540353,10.795785,8650026811,3.096989,-0.024975,True
repeat,190m,190000000,0.5,1900000000,2,,1900000000,3800000000,1.0,10.0,3.2595,0.940673,8.091079,3687278049,3.454998,-0.058248,True
repeat,190m,190000000,0.5,1900000000,4,,5700000000,7600000000,3.0,10.0,3.0408,0.835548,8.091079,6662622544,3.192775,-0.04877,True
repeat,190m,190000000,0.5,1900000000,8,,13300000000,15200000000,7.0,10.0,2.9249,0.669261,8.091079,10801176874,3.023687,-0.033217,True
repeat,190m,190000000,0.5,1900000000,16,,28500000000,30400000000,15.0,10.0,2.8671,0.45492,8.091079,14865229097,2.930022,-0.021709,True
