source,size,N_params,chinchilla_scale,D_tokens,epochs,K_paraphrase,D_prime_tokens,tokens_trained,Dprime_over_D,D_over_N,val_loss,eta_fit,R_star_fit,D_eff_fit,val_loss_pred,resid_log,kept_in_canonical_fit
repeat,190m,190000000,1.0,3800000000,2,,3800000000,7600000000,1.0,20.0,3.039,0.921898,6.063993,7303211081,3.157836,-0.038359,True
repeat,190m,190000000,1.0,3800000000,4,,11400000000,15200000000,3.0,20.0,2.8827,0.788846,6.063993,12792841334,2.972426,-0.030651,True
repeat,190m,190000000,1.0,3800000000,8,,26600000000,30400000000,7.0,20.0,2.8502,0.593179,6.063993,19578563241,2.859124,-0.003126,True
repeat,190m,190000000,1.0,3800000000,16,,57000000000,60800000000,15.0,20.0,2.7779,0.370195,6.063993,24901108718,2.803839,-0.009294,True
repeat,190m,190000000,1.0,3800000000,32,,117800000000,121600000000,31.0,20.0,2.7574,0.194434,6.063993,26704381331,2.788827,-0.011333,True
repeat,190m,190000000,2.0,7600000000,2,,7600000000,15200000000,1.0,40.0,2.8741,0.897627,4.54476,14421967402,2.938349,-0.022108,True
repeat,190m,190000000,2.0,7600000000,4,,22800000000,30400000000,3.0,40.0,2.7999,0.732011,4.54476,24289840434,2.809287,-0.003347,True
repeat,190m,190000000,2.0,7600000000,8,,53200000000,60800000000,7.0,40.0,2.7695,0.510097,4.54476,34737157376,2.736305,0.012058,True
repeat,190m,190000000,4.0,15200000000,2,,15200000000,30400000000,1.0,80.0,2.7896,0.866577,3.406145,28371965506,2.776188,0.004819,True
repeat,190m,190000000,4.0,15200000000,4,,45600000000,60800000000,3.0,80.0,2.7381,0.664803,3.406145,45515020502,2.688279,0.018363,True
repeat,190m,190000000,8.0,30400000000,2,,30400000000,60800000000,1.0,160.0,2.7408,0.827391,2.552792,55552675194,2.656329,0.031305,True
repeat,190m,190000000,16.0,60800000000,2,,60800000000,121600000000,1.0,320.0,2.7047,0.778816,1.913232,108151999493,2.567673,0.051991,True
repeat,370m,370000000,0.05,370000000,2,,370000000,740000000,1.0,1.0,5.1426,0.969608,16.116781,728755051,4.483288,0.137202,False
repeat,370m,370000000,0.05,370000000,4,,1110000000,1480000000,3.0,1.0,3.9614,0.912445,16.116781,1382814000,3.911796,0.012601,True
repeat,370m,370000000,0.05,370000000,8,,2590000000,2960000000,7.0,1.0,3.4115,0.811138,16.116781,2470847223,3.515621,-0.030064,True
repeat,370m,370000000,0.05,370000000,16,,5550000000,5920000000,15.0,1.0,3.2618,0.650823,16.116781,3982065443,3.257436,0.001339,True
repeat,370m,370000000,0.1,740000000,2,,740000000,1480000000,1.0,2.0,4.0313,0.959725,12.078988,1450196401,3.875401,0.03944,True
repeat,370m,370000000,0.1,740000000,4,,2220000000,2960000000,3.0,2.0,3.3384,0.88549,12.078988,2705788634,3.462237,-0.036423,True
repeat,370m,370000000,0.1,740000000,8,,5180000000,5920000000,7.0,2.0,3.0968,0.758961,12.078988,4671417860,3.182421,-0.027273,True
repeat,370m,370000000,0.1,740000000,16,,11100000000,11840000000,15.0,2.0,3.0115,0.57266,12.078988,7096523015,3.009101,0.000797,True
repeat,370m,370000000,0.1,740000000,32,,22940000000,23680000000,31.0,2.0,3.0404,0.359717,12.078988,8991902161,2.924165,0.03898,True
repeat,370m,370000000,0.1,740000000,64,,46620000000,47360000000,63.0,2.0,3.0026,0.190689,12.078988,9629908077,2.901169,0.034365,True
repeat,370m,370000000,0.25,1850000000,2,,1850000000,3700000000,1.0,5.0,3.1607,0.941771,8.250153,3592276845,3.308694,-0.04576,True
repeat,370m,370000000,0.25,1850000000,4,,5550000000,7400000000,3.0,5.0,2.9488,0.838357,8.250153,6502880564,3.042737,-0.031359,True
repeat,370m,370000000,0.25,1850000000,8,,12950000000,14800000000,7.0,5.0,2.8186,0.674073,8.250153,10579247344,2.870729,-0.018326,True
repeat,370m,370000000,0.25,1850000000,16,,27750000000,29600000000,15.0,5.0,2.7617,0.460729,8.250153,14635235562,2.774785,-0.004727,True
repeat,370m,370000000,0.25,1850000000,32,,57350000000,59200000000,31.0,5.0,2.746,0.259922,8.250153,16756521515,2.738627,0.002689,True
repeat,370m,370000000,0.5,3700000000,2,,3700000000,7400000000,1.0,10.0,2.9057,0.923325,6.183214,7116300769,3.00805,-0.034618,True
repeat,370m,370000000,0.5,3700000000,4,,11100000000,14800000000,3.0,10.0,2.7548,0.79231,6.183214,12494637422,2.819833,-0.023333,True
repeat,370m,370000000,0.5,3700000000,8,,25900000000,29600000000,7.0,10.0,2.6704,0.598574,6.183214,19203055332,2.704323,-0.012623,True
repeat,370m,370000000,0.5,3700000000,16,,55500000000,59200000000,15.0,10.0,2.6763,0.375776,6.183214,24555565632,2.647383,0.010864,True
repeat,370m,370000000,0.5,3700000000,32,,114700000000,118400000000,31.0,10.0,2.6602,0.198133,6.183214,26425819421,2.631538,0.010833,True
repeat,370m,370000000,1.0,7400000000,2,,7400000000,14800000000,1.0,20.0,2.7418,0.899464,4.634112,14056034914,2.785994,-0.01599,True
repeat,370m,370000000,1.0,7400000000,4,,22200000000,29600000000,3.0,20.0,2.6505,0.736177,4.634112,23743123974,2.654817,-0.001628,True
repeat,370m,370000000,1.0,7400000000,8,,51800000000,59200000000,7.0,20.0,2.6048,0.515849,4.634112,34120959412,2.580179,0.009497,True
repeat,370m,370000000,1.0,7400000000,16,,111000000000,118400000000,15.0,20.0,2.5835,0.296803,4.634112,40345187207,2.549495,0.01325,True
repeat,370m,370000000,2.0,14800000000,2,,14800000000,29600000000,1.0,40.0,2.6353,0.868914,3.473112,27659925277,2.621939,0.005083,True
repeat,370m,370000000,2.0,14800000000,4,,44400000000,59200000000,3.0,40.0,2.5946,0.669655,3.473112,44532690934,2.532437,0.02425,True
repeat,370m,370000000,2.0,14800000000,8,,103600000000,118400000000,7.0,40.0,2.5702,0.430043,3.473112,59352425011,2.486812,0.032982,True
repeat,600m,600000000,0.05,600000000,2,,600000000,1200000000,1.0,1.0,4.5092,0.963225,13.260618,1177934744,3.942289,0.134358,False
repeat,600m,600000000,0.05,600000000,4,,1800000000,2400000000,3.0,1.0,3.3982,0.894952,13.260618,2210913527,3.485996,-0.025508,True
repeat,600m,600000000,0.05,600000000,8,,4200000000,4800000000,7.0,1.0,3.1465,0.776968,13.260618,3863267241,3.174358,-0.008815,True
repeat,600m,600000000,0.1,1200000000,2,,1200000000,2400000000,1.0,2.0,3.3587,0.951336,9.938389,2341602990,3.450301,-0.026908,True
repeat,600m,600000000,0.1,1200000000,4,,3600000000,4800000000,3.0,2.0,3.0518,0.863176,9.938389,4307435272,3.12197,-0.022733,True
repeat,600m,600000000,0.1,1200000000,8,,8400000000,9600000000,7.0,2.0,2.8755,0.717786,9.938389,7229401553,2.904213,-0.009936,True
repeat,600m,600000000,0.25,3000000000,2,,3000000000,6000000000,1.0,5.0,2.9483,0.929829,6.788088,5789487659,2.991611,-0.014583,True
repeat,600m,600000000,0.25,3000000000,4,,9000000000,12000000000,3.0,5.0,2.7244,0.808277,6.788088,10274495000,2.78215,-0.020976,True
repeat,600m,600000000,0.25,3000000000,8,,21000000000,24000000000,7.0,5.0,2.6382,0.623949,6.788088,16102931423,2.651125,-0.004887,True
repeat,600m,600000000,0.5,6000000000,2,,6000000000,12000000000,1.0,10.0,2.7243,0.907854,5.087445,11447123404,2.748243,-0.00875,True
repeat,600m,600000000,0.5,6000000000,4,,18000000000,24000000000,3.0,10.0,2.6017,0.755484,5.087445,19598714921,2.601455,9.4e-05,True
repeat,600m,600000000,0.5,6000000000,8,,42000000000,48000000000,7.0,10.0,2.5484,0.543192,5.087445,28814047070,2.515595,0.012956,True
repeat,600m,600000000,1.0,12000000000,2,,12000000000,24000000000,1.0,20.0,2.5825,0.879615,3.81287,22555385903,2.568462,0.005451,True
repeat,600m,600000000,1.0,12000000000,4,,36000000000,48000000000,3.0,20.0,2.5275,0.692296,3.81287,36922654300,2.467539,0.02401,True
repeat,600m,600000000,2.0,24000000000,2,,24000000000,48000000000,1.0,40.0,2.5041,0.843771,2.857618,44250514803,2.435604,0.027734,True
paraphrase,14m,14000000,0.5,140000000,1,1,43029559,183029559,0.307354,10.0,7.3265,0.998907,140.543668,182982543,7.609957,-0.03796,True
paraphrase,14m,14000000,0.5,140000000,1,2,89900222,229900222,0.642144,10.0,7.0777,0.997719,140.543668,229695157,7.204456,-0.017751,True
paraphrase,14m,14000000,0.5,140000000,1,4,181959292,321959292,1.299709,10.0,6.763,0.99539,140.543668,321120525,6.67584,0.012971,True
paraphrase,14m,14000000,0.5,140000000,1,8,364642377,504642377,2.604588,10.0,6.2351,0.990791,140.543668,501284334,6.083157,0.024671,True
paraphrase,14m,14000000,1.0,280000000,1,1,85571284,365571284,0.305612,20.0,6.634,0.997322,56.958907,365342129,6.492098,0.021622,True
paraphrase,14m,14000000,1.0,280000000,1,2,178334183,458334183,0.636908,20.0,6.38,0.99443,56.958907,457340833,6.195985,0.029267,True
paraphrase,14m,14000000,1.0,280000000,1,4,360913409,640913409,1.288976,20.0,5.9036,0.98877,56.958907,636860316,5.809246,0.016111,True
paraphrase,14m,14000000,1.0,280000000,1,8,723895032,1003895032,2.585339,20.0,5.4743,0.977645,56.958907,987712163,5.375912,0.018136,True
paraphrase,14m,14000000,2.0,560000000,1,1,172746714,732746714,0.308476,40.0,5.7062,0.993348,23.08405,731597616,5.663208,0.007563,True
paraphrase,14m,14000000,2.0,560000000,1,2,359813663,919813663,0.642524,40.0,5.5413,0.986211,23.08405,914852252,5.445707,0.017401,True
paraphrase,14m,14000000,2.0,560000000,1,4,728937673,1288937673,1.301674,40.0,5.2168,0.972328,23.08405,1268766741,5.163496,0.01027,True
paraphrase,14m,14000000,2.0,560000000,1,8,1461648712,2021648712,2.610087,40.0,4.8419,0.945537,23.08405,1942043584,4.851774,-0.002037,True
paraphrase,14m,14000000,4.0,1120000000,1,1,345864333,1465864333,0.308807,80.0,5.1291,0.983676,9.3554,1460218399,5.054096,0.014731,True
paraphrase,14m,14000000,4.0,1120000000,1,2,719955805,1839955805,0.642818,80.0,4.8761,0.966418,9.3554,1815778318,4.897223,-0.004323,True
paraphrase,14m,14000000,4.0,1120000000,1,4,1460297981,2580297981,1.303837,80.0,4.6737,0.933444,9.3554,2483106109,4.696557,-0.004879,True
paraphrase,14m,14000000,4.0,1120000000,1,8,2926007454,4046007454,2.612507,80.0,4.5631,0.872512,9.3554,3672977595,4.481343,0.018079,True
paraphrase,14m,14000000,8.0,2240000000,1,1,688799929,2928799929,0.3075,160.0,4.6385,0.960523,3.791515,2901608391,4.606493,0.006924,True
paraphrase,14m,14000000,8.0,2240000000,1,2,1434752185,3674752185,0.640514,160.0,4.5063,0.920095,3.791515,3560108782,4.49718,0.002026,True
paraphrase,14m,14000000,8.0,2240000000,1,4,2912763016,5152763016,1.300341,160.0,4.4274,0.846551,3.791515,4705803890,4.363,0.014653,True
paraphrase,14m,14000000,8.0,2240000000,1,8,5840626679,8080626679,2.607423,160.0,4.2946,0.72309,3.791515,6463299575,4.229036,0.015384,True
paraphrase,30m,30000000,0.5,300000000,1,1,92229264,392229264,0.307431,10.0,6.1489,0.997377,58.502059,391987354,6.013552,0.022258,True
paraphrase,30m,30000000,0.5,300000000,1,2,192300911,492300911,0.641003,10.0,5.85,0.994541,58.502059,491251234,5.72505,0.02159,True
paraphrase,30m,30000000,0.5,300000000,1,4,389387446,689387446,1.297958,10.0,5.575,0.988988,58.502059,685099635,5.348671,0.041444,True
paraphrase,30m,30000000,0.5,300000000,1,8,781094707,1081094707,2.603649,10.0,5.0603,0.978074,58.502059,1063968309,4.927795,0.026534,True
paraphrase,30m,30000000,1.0,600000000,1,1,185109027,785109027,0.308515,20.0,5.388,0.993522,23.709452,783909885,5.211139,0.033376,True
paraphrase,30m,30000000,1.0,600000000,1,2,385803162,985803162,0.643005,20.0,5.1273,0.986562,23.709452,980618605,4.999795,0.025182,True
paraphrase,30m,30000000,1.0,600000000,1,4,781771817,1381771817,1.302953,20.0,4.6489,0.973019,23.709452,1360678831,4.72563,-0.01637,True
paraphrase,30m,30000000,1.0,600000000,1,8,1566836268,2166836268,2.611394,20.0,4.275,0.946897,23.709452,2083632022,4.423029,-0.034041,True
paraphrase,30m,30000000,1.0,600000000,1,16,3174431780,3774431780,5.29072,20.0,4.0397,0.896282,23.709452,3445186228,4.131482,-0.022466,True
paraphrase,30m,30000000,1.0,600000000,1,32,6171984678,6771984678,10.286641,20.0,3.8978,0.811314,23.709452,5607416669,3.904124,-0.001621,True
paraphrase,30m,30000000,1.0,600000000,1,64,12283137296,12883137296,20.471895,20.0,3.8118,0.66975,23.709452,8826631123,3.731825,0.021204,True
paraphrase,30m,30000000,2.0,1200000000,1,1,370843038,1570843038,0.309036,40.0,4.5164,0.98409,9.60886,1564943014,4.620023,-0.022684,True
paraphrase,30m,30000000,2.0,1200000000,1,2,771482440,1971482440,0.642902,40.0,4.3329,0.96728,9.60886,1946239670,4.467754,-0.030649,True
paraphrase,30m,30000000,2.0,1200000000,1,4,1565293587,2765293587,1.304411,40.0,4.1125,0.935094,9.60886,2663697377,4.272618,-0.038196,True
paraphrase,30m,30000000,2.0,1200000000,1,8,3136461741,4336461741,2.613718,40.0,3.9939,0.875531,9.60886,3946069799,4.063179,-0.017197,True
paraphrase,30m,30000000,2.0,1200000000,1,16,6354721060,7554721060,5.295601,40.0,3.8717,0.768792,9.60886,6085459268,3.870472,0.000317,True
paraphrase,30m,30000000,2.0,1200000000,1,32,12350084872,13550084872,10.291737,40.0,3.8065,0.61374,9.60886,8779746776,3.733656,0.019322,True
paraphrase,30m,30000000,2.0,1200000000,1,64,24586312679,25786312679,20.488594,40.0,3.7411,0.413379,9.60886,11363457181,3.64972,0.024729,True
paraphrase,30m,30000000,4.0,2400000000,1,1,739428300,3139428300,0.308095,80.0,4.0514,0.961465,3.894236,3110934476,4.185576,-0.032582,True
paraphrase,30m,30000000,4.0,2400000000,1,2,1539920760,3939920760,0.641634,80.0,3.9715,0.921962,3.894236,3819747959,4.079182,-0.026753,True
paraphrase,30m,30000000,4.0,2400000000,1,4,3125520833,5525520833,1.3023,80.0,3.8848,0.849971,3.894236,5056601493,3.948415,-0.016243,True
paraphrase,30m,30000000,4.0,2400000000,1,8,6267602961,8667602961,2.611501,80.0,3.8209,0.728597,3.894236,6966554037,3.817428,0.000909,True
paraphrase,30m,30000000,4.0,2400000000,1,16,12703210246,15103210246,5.293004,80.0,3.7574,0.546746,3.894236,9345426514,3.712461,0.012032,True
paraphrase,30m,30000000,4.0,2400000000,1,32,24683586228,27083586228,10.284828,80.0,3.7184,0.351647,3.894236,11079903893,3.65753,0.016505,True
paraphrase,30m,30000000,4.0,2400000000,1,64,49141077407,51541077407,20.475449,80.0,3.7036,0.1892,3.894236,11697506746,3.640872,0.017082,True
paraphrase,30m,30000000,8.0,4800000000,1,1,1473079931,6273079931,0.306892,160.0,3.8305,0.908781,1.578238,6138707200,3.866959,-0.009473,True
paraphrase,30m,30000000,8.0,4800000000,1,2,3068567196,7868567196,0.639285,160.0,3.8112,0.822256,1.578238,7323146549,3.798626,0.003305,True
paraphrase,30m,30000000,8.0,4800000000,1,4,6232447728,11032447728,1.298427,160.0,3.7595,0.681603,1.578238,9048052011,3.723366,0.009658,True
paraphrase,30m,30000000,8.0,4800000000,1,8,12502500551,17302500551,2.604688,160.0,3.723,0.489599,1.578238,10921209324,3.662028,0.016513,True
paraphrase,30m,30000000,8.0,4800000000,1,16,25344742585,30144742585,5.280155,160.0,3.6993,0.288367,1.578238,12108589089,3.630468,0.018782,True
paraphrase,30m,30000000,8.0,4800000000,1,32,49243590070,54043590070,10.259081,160.0,3.6857,0.153607,1.578238,12364158573,3.624253,0.016812,True
paraphrase,30m,30000000,8.0,4800000000,1,64,98038895240,102838895240,20.42477,160.0,3.6654,0.077271,1.578238,12375525950,3.623981,0.011364,True
paraphrase,60m,60000000,0.5,600000000,1,1,185109027,785109027,0.308515,10.0,5.3936,0.994171,26.362618,784030098,4.929153,0.090046,True
paraphrase,60m,60000000,0.5,600000000,1,2,385803162,985803162,0.643005,10.0,5.115,0.987903,26.362618,981136160,4.717487,0.080901,True
paraphrase,60m,60000000,0.5,600000000,1,4,781771817,1381771817,1.302953,10.0,4.6183,0.97569,26.362618,1362766954,4.442603,0.038786,True
paraphrase,60m,60000000,0.5,600000000,1,8,1566836268,2166836268,2.611394,10.0,4.0777,0.952067,26.362618,2091733599,4.13869,-0.014846,True
paraphrase,60m,60000000,0.5,600000000,1,16,3174431780,3774431780,5.29072,10.0,3.7359,0.906044,26.362618,3476174654,3.845016,-0.028789,True
paraphrase,60m,60000000,0.5,600000000,1,32,6171984678,6771984678,10.286641,10.0,3.5596,0.827983,26.362618,5710296129,3.614707,-0.015363,True
paraphrase,60m,60000000,0.5,600000000,1,64,12283137296,12883137296,20.471895,10.0,3.4301,0.695396,26.362618,9141643799,3.438044,-0.002313,True
paraphrase,60m,60000000,1.0,1200000000,1,1,370843038,1570843038,0.309036,20.0,4.4051,0.985676,10.684123,1565531101,4.337913,0.01537,True
paraphrase,60m,60000000,1.0,1200000000,1,2,771482440,1971482440,0.642902,20.0,4.0228,0.970508,10.684123,1948729658,4.185069,-0.039545,True
paraphrase,60m,60000000,1.0,1200000000,1,4,1565293587,2765293587,1.304411,20.0,3.8613,0.941366,10.684123,2673513989,3.988651,-0.032449,True
paraphrase,60m,60000000,1.0,1200000000,1,8,3136461741,4336461741,2.613718,20.0,3.6546,0.887075,10.684123,3982277517,3.776893,-0.032915,True
paraphrase,60m,60000000,1.0,1200000000,1,16,6354721060,7554721060,5.295601,20.0,3.4915,0.78851,10.684123,6210760464,3.58044,-0.025154,True
paraphrase,60m,60000000,1.0,1200000000,1,32,12350084872,13550084872,10.291737,20.0,3.4052,0.641934,10.684123,9127943824,3.438552,-0.009747,True
paraphrase,60m,60000000,1.0,1200000000,1,64,24586312679,25786312679,20.488594,20.0,3.3411,0.444838,10.684123,12136918081,3.347936,-0.002044,True
paraphrase,60m,60000000,2.0,2400000000,1,1,739428300,3139428300,0.308095,40.0,3.8067,0.965252,4.330014,3113734874,3.903254,-0.025048,True
paraphrase,60m,60000000,2.0,2400000000,1,2,1539920760,3939920760,0.641634,40.0,3.6519,0.929437,4.330014,3831258752,3.795859,-0.038663,True
paraphrase,60m,60000000,2.0,2400000000,1,4,3125520833,5525520833,1.3023,40.0,3.5197,0.863627,4.330014,5099283922,3.662905,-0.039881,True
paraphrase,60m,60000000,2.0,2400000000,1,8,6267602961,8667602961,2.611501,40.0,3.437,0.750926,4.330014,7106508910,3.528053,-0.026147,True
paraphrase,60m,60000000,2.0,2400000000,1,16,12703210246,15103210246,5.293004,40.0,3.3599,0.577125,4.330014,9731342483,3.417197,-0.016909,True
paraphrase,60m,60000000,2.0,2400000000,1,32,24683586228,27083586228,10.284828,40.0,3.3175,0.381859,4.330014,11825656314,3.355738,-0.01146,True
paraphrase,60m,60000000,2.0,2400000000,1,64,49141077407,51541077407,20.475449,40.0,3.2859,0.209604,4.330014,12700190705,3.334522,-0.014689,True
paraphrase,60m,60000000,4.0,4800000000,1,1,1473079931,6273079931,0.306892,80.0,3.4452,0.917441,1.754848,6151463838,3.58429,-0.039578,True
paraphrase,60m,60000000,4.0,4800000000,1,2,3068567196,7868567196,0.639285,80.0,3.4071,0.838094,1.754848,7371748810,3.514331,-0.030988,True
paraphrase,60m,60000000,4.0,4800000000,1,4,6232447728,11032447728,1.298427,80.0,3.3637,0.706631,1.754848,9204042728,3.435748,-0.021193,True
paraphrase,60m,60000000,4.0,4800000000,1,8,12502500551,17302500551,2.604688,80.0,3.3159,0.521016,1.754848,11314008713,3.369228,-0.015955,True
paraphrase,60m,60000000,4.0,4800000000,1,16,25344742585,30144742585,5.280155,80.0,3.2906,0.315948,1.754848,12807616301,3.332061,-0.012521,True
paraphrase,60m,60000000,4.0,4800000000,1,32,49243590070,54043590070,10.259081,80.0,3.2647,0.170559,1.754848,13198920496,3.323341,-0.017803,True
paraphrase,60m,60000000,4.0,4800000000,1,64,98038895240,102838895240,20.42477,80.0,3.2447,0.085917,1.754848,13223198356,3.322812,-0.023788,True
paraphrase,190m,190000000,0.5,1900000000,1,1,586222768,2486222768,0.308538,10.0,3.5815,0.978292,7.003239,2473496873,3.67449,-0.025633,True
paraphrase,190m,190000000,0.5,1900000000,1,2,1220317325,3120317325,0.642272,10.0,3.4831,0.955515,7.003239,3066031361,3.551675,-0.019497,True
paraphrase,190m,190000000,0.5,1900000000,1,4,2476935984,4376935984,1.303651,10.0,3.3724,0.912441,7.003239,4160058924,3.395878,-0.006938,True
paraphrase,190m,190000000,0.5,1900000000,1,8,4966320009,6866320009,2.613853,10.0,3.1983,0.834586,7.003239,6044819914,3.231378,-0.010289,True
paraphrase,190m,190000000,0.5,1900000000,1,16,10064512570,11964512570,5.297112,10.0,3.0734,0.701549,7.003239,8960746872,3.08486,-0.003722,True
paraphrase,190m,190000000,0.5,1900000000,1,32,19556735649,21456735649,10.293019,10.0,2.997,0.52391,7.003239,12145968997,2.987742,0.003094,True
paraphrase,190m,190000000,0.5,1900000000,1,64,38931322080,40831322080,20.49017,10.0,2.9377,0.323458,7.003239,14492664264,2.936996,0.00024,True
paraphrase,190m,190000000,1.0,3800000000,1,1,1170147247,4970147247,0.307933,20.0,3.232,0.947663,2.838241,4908904700,3.319682,-0.026768,True
paraphrase,190m,190000000,1.0,3800000000,1,2,2437612767,6237612767,0.641477,20.0,3.1645,0.895047,2.838241,5981779000,3.235635,-0.02223,True
paraphrase,190m,190000000,1.0,3800000000,1,4,4950277711,8750277711,1.302705,20.0,3.0883,0.801934,2.838241,7769795266,3.135047,-0.015023,True
paraphrase,190m,190000000,1.0,3800000000,1,8,9929915768,13729915768,2.613136,20.0,3.0305,0.653593,2.838241,10290120477,3.039083,-0.002828,True
paraphrase,190m,190000000,1.0,3800000000,1,16,20126366715,23926366715,5.296412,20.0,2.9575,0.452965,2.838241,12916531457,2.969624,-0.004091,True
paraphrase,190m,190000000,1.0,3800000000,1,32,39108146143,42908146143,10.291617,20.0,2.9107,0.26844,2.838241,14298201033,2.94074,-0.010268,True
paraphrase,190m,190000000,2.0,7600000000,1,1,2070419295,9670419295,0.272424,40.0,3.014,0.890403,1.15027,9443507292,3.067168,-0.017486,True
paraphrase,190m,190000000,2.0,7600000000,1,2,4531079742,12131079742,0.596195,40.0,2.9808,0.780371,1.15027,11135923450,3.014159,-0.011129,True
paraphrase,190m,190000000,2.0,7600000000,1,4,9409424061,17009424061,1.238082,40.0,2.9518,0.612408,1.15027,13362405330,2.959835,-0.002718,True
paraphrase,190m,190000000,2.0,7600000000,1,8,19079032762,26679032762,2.510399,40.0,2.9227,0.406533,1.15027,15356247192,2.921204,0.000512,True
paraphrase,190m,190000000,2.0,7600000000,1,16,38882745254,46482745254,5.116151,40.0,2.879,0.2222,1.15027,16239728631,2.906318,-0.009444,True
paraphrase,190m,190000000,2.0,7600000000,1,32,75738966201,83338966201,9.965653,40.0,2.8585,0.115403,1.15027,16340539727,2.904693,-0.016031,True
paraphrase,370m,370000000,0.5,3700000000,1,1,1140489570,4840489570,0.30824,10.0,3.1342,0.954099,3.254134,4788140285,3.171287,-0.011764,True
paraphrase,370m,370000000,0.5,3700000000,1,2,2376056272,6076056272,0.642177,10.0,3.0855,0.907512,3.254134,5856298749,3.084793,0.000229,True
paraphrase,370m,370000000,0.5,3700000000,1,4,4825356437,8525356437,1.30415,10.0,3.0187,0.823905,3.254134,7675634279,2.979973,0.012912,True
paraphrase,370m,370000000,0.5,3700000000,1,8,9678912780,13378912780,2.615922,10.0,2.9176,0.687182,3.254134,10351174482,2.877674,0.013779,True
paraphrase,370m,370000000,0.5,3700000000,1,16,19617234568,23317234568,5.301955,10.0,2.8309,0.493423,3.254134,13379590008,2.799956,0.010991,True
paraphrase,370m,370000000,0.5,3700000000,1,32,38120003052,41820003052,10.302704,10.0,2.7719,0.302533,3.254134,15232550963,2.763875,0.002899,True
paraphrase,370m,370000000,1.0,7400000000,1,1,2270419295,9670419295,0.306813,20.0,2.903,0.892198,1.318821,9425663888,2.908286,-0.001819,True
paraphrase,370m,370000000,1.0,7400000000,1,2,4731079742,12131079742,0.639335,20.0,2.8626,0.792458,1.318821,11149181280,2.854279,0.002911,True
paraphrase,370m,370000000,1.0,7400000000,1,4,9609424061,17009424061,1.298571,20.0,2.838,0.636197,1.318821,13513485610,2.797112,0.014512,True
paraphrase,370m,370000000,1.0,7400000000,1,8,19279032762,26679032762,2.605275,20.0,2.7853,0.436001,1.318821,15805683954,2.75397,0.011312,True
paraphrase,370m,370000000,1.0,7400000000,1,16,39082745254,46482745254,5.281452,20.0,2.7372,0.245156,1.318821,16981360758,2.735181,0.000738,True
paraphrase,370m,370000000,1.0,7400000000,1,32,75938966201,83338966201,10.262022,20.0,2.713,0.128461,1.318821,17155199389,2.732561,-0.007184,True
paraphrase,600m,600000000,0.5,6000000000,1,1,1841057928,7841057928,0.306843,10.0,2.8901,0.922122,1.866357,7697680054,2.881018,0.003147,True
paraphrase,600m,600000000,0.5,6000000000,1,2,3835694245,9835694245,0.639282,10.0,2.8812,0.846724,1.866357,9247773036,2.81676,0.02262,True
paraphrase,600m,600000000,0.5,6000000000,1,4,7789147809,13789147809,1.298191,10.0,2.8276,0.720573,1.866357,11612648399,2.743858,0.030063,True
paraphrase,600m,600000000,0.5,6000000000,1,8,15626205559,21626205559,2.604368,10.0,2.7497,0.539098,1.866357,14424061868,2.680888,0.025344,True
paraphrase,600m,600000000,0.5,6000000000,1,16,31676841982,37676841982,5.279474,10.0,2.6935,0.332624,1.866357,16536488207,2.644156,0.01849,True
paraphrase,600m,600000000,0.5,6000000000,1,32,61546215210,67546215210,10.257703,10.0,2.6564,0.1812,1.866357,17152201002,2.634697,0.008203,True
