source,size,N_params,chinchilla_scale,D_tokens,epochs,K_paraphrase,D_prime_tokens,tokens_trained,Dprime_over_D,D_over_N,run_name,learning_rate,weight_decay,D_files,D_dir,D_prime_files,D_prime_dir,D_prime_corpus,paraphrase_seeds,data_mix,tokens_evaluated,val_loss,eta_fit,R_star_fit,D_eff_fit,val_loss_pred,resid_log,kept_in_canonical_fit
1epoch,100m,100000000,0.5,1000000000,1,,0,1000000000,0.0,10.0,100M_seed42_case4_dolma_epoch1_wd0.1_lr1e-3,0.001,0.1,train_1.0B.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-1.0B,3478624,4.8499,,,1000000000,4.526063,0.069106,True
1epoch,100m,100000000,1.0,2000000000,1,,0,2000000000,0.0,20.0,100M_seed42_case4_dolma_epoch1_wd0.1_lr3e-3,0.003,0.1,train_2.0B.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-2.0B,3478624,3.9723,,,2000000000,3.993506,-0.005324,True
1epoch,100m,100000000,2.0,4000000000,1,,0,4000000000,0.0,40.0,100M_seed42_case4_dolma_epoch1_wd0.1_lr1e-3,0.001,0.1,train_4.0B.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-4.0B,3478624,3.4905,,,4000000000,3.600347,-0.030985,True
1epoch,100m,100000000,4.0,8000000000,1,,0,8000000000,0.0,80.0,100M_seed42_case4_dolma_epoch1_wd0.1_lr3e-3,0.003,0.1,train_8.0B.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-8.0B,3478624,3.1973,,,8000000000,3.310098,-0.034671,True
1epoch,190m,190000000,0.05,190000000,1,,0,190000000,0.0,1.0,190M_seed42_case4_dolma_epoch1_wd0.1_lr1e-3,0.001,0.1,train_0.19B.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-0.19B,3478624,6.6618,,,190000000,6.515631,0.022186,True
1epoch,190m,190000000,0.1,380000000,1,,0,380000000,0.0,2.0,190M_seed42_case4_dolma_epoch1_wd0.1_lr1e-3,0.001,0.1,train_0.38B.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-0.38B,3478624,6.0518,,,380000000,5.413721,0.111419,True
1epoch,190m,190000000,0.25,950000000,1,,0,950000000,0.0,5.0,190M_seed42_case4_dolma_epoch1_wd0.1_lr1e-3,0.001,0.1,train_0.95B.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-0.95B,3478624,4.8364,,,950000000,4.386689,0.097596,True
1epoch,190m,190000000,0.5,1900000000,1,,0,1900000000,0.0,10.0,190M_seed42_case4_dolma_epoch1_wd0.2_lr1e-3,0.001,0.2,train_1.9B.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-1.9B,3478624,3.7874,,,1900000000,3.842036,-0.014323,True
1epoch,190m,190000000,1.0,3800000000,1,,0,3800000000,0.0,20.0,190M_seed42_case4_dolma_epoch1_wd0.1_lr1e-3,0.001,0.1,train_3.8B.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-3.8B,3478624,3.331,,,3800000000,3.439948,-0.032184,True
1epoch,190m,190000000,2.0,7600000000,1,,0,7600000000,0.0,40.0,190M_seed42_case4_dolma_epoch1_wd0.1_lr3e-3,0.003,0.1,train_7.4B.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-7.4B,3478624,3.0447,,,7600000000,3.143107,-0.031809,True
