source,size,N_params,chinchilla_scale,D_tokens,epochs,K_paraphrase,D_prime_tokens,tokens_trained,Dprime_over_D,D_over_N,run_name,learning_rate,weight_decay,D_files,D_dir,D_prime_files,D_prime_dir,D_prime_corpus,paraphrase_seeds,data_mix,tokens_evaluated,val_loss,eta_fit,R_star_fit,D_eff_fit,val_loss_pred,resid_log,kept_in_canonical_fit
paraphrase,30m,30000000,0.5,300000000,1,4,389387446,689387446,1.297958,10.0,30M_seed42_dolma_para_K4_wd0.2_lr3e-3,0.003,0.2,train_0.3B.npy,preprocessed/dolma2-0625/resharded,train_0.3B_seed1.npy;train_0.3B_seed2.npy;train_0.3B_seed3.npy;train_0.3B_seed4.npy,preprocessed/dolma2-0625/resharded/paraphrased/sized_smollm2_mixed,sized_smollm2_mixed,1-4,,3478624,5.575,0.988988,58.502059,685099635,5.348671,0.041444,True
paraphrase,30m,30000000,0.5,300000000,1,8,781094707,1081094707,2.603649,10.0,30M_seed42_dolma_para_K8_wd0.1_lr3e-3,0.003,0.1,train_0.3B.npy,preprocessed/dolma2-0625/resharded,train_0.3B_seed1.npy;train_0.3B_seed2.npy;train_0.3B_seed3.npy;train_0.3B_seed4.npy;train_0.3B_seed5.npy;train_0.3B_seed6.npy;train_0.3B_seed7.npy;train_0.3B_seed8.npy,preprocessed/dolma2-0625/resharded/paraphrased/sized_smollm2_mixed,sized_smollm2_mixed,1-8,,3478624,5.0603,0.978074,58.502059,1063968309,4.927795,0.026534,True
paraphrase,30m,30000000,1.0,600000000,1,1,185109027,785109027,0.308515,20.0,30M_seed42_dolma_para_K1_wd0.1_lr3e-3,0.003,0.1,train_0.6B.npy,preprocessed/dolma2-0625/resharded,train_0.6B_seed1.npy,preprocessed/dolma2-0625/resharded/paraphrased/sized_smollm2_mixed,sized_smollm2_mixed,1,,3478624,5.388,0.993522,23.709452,783909885,5.211139,0.033376,True
paraphrase,30m,30000000,1.0,600000000,1,2,385803162,985803162,0.643005,20.0,30M_seed42_dolma_para_K2_wd0.2_lr3e-3,0.003,0.2,train_0.6B.npy,preprocessed/dolma2-0625/resharded,train_0.6B_seed1.npy;train_0.6B_seed2.npy,preprocessed/dolma2-0625/resharded/paraphrased/sized_smollm2_mixed,sized_smollm2_mixed,1-2,,3478624,5.1273,0.986562,23.709452,980618605,4.999795,0.025182,True
paraphrase,30m,30000000,1.0,600000000,1,4,781771817,1381771817,1.302953,20.0,30M_seed42_dolma_para_K4_wd0.2_lr3e-3,0.003,0.2,train_0.6B.npy,preprocessed/dolma2-0625/resharded,train_0.6B_seed1.npy;train_0.6B_seed2.npy;train_0.6B_seed3.npy;train_0.6B_seed4.npy,preprocessed/dolma2-0625/resharded/paraphrased/sized_smollm2_mixed,sized_smollm2_mixed,1-4,,3478624,4.6489,0.973019,23.709452,1360678831,4.72563,-0.01637,True
paraphrase,30m,30000000,1.0,600000000,1,8,1566836268,2166836268,2.611394,20.0,30M_seed42_dolma_para_K8_wd0.1_lr3e-3,0.003,0.1,train_0.6B.npy,preprocessed/dolma2-0625/resharded,train_0.6B_seed1.npy;train_0.6B_seed2.npy;train_0.6B_seed3.npy;train_0.6B_seed4.npy;train_0.6B_seed5.npy;train_0.6B_seed6.npy;train_0.6B_seed7.npy;train_0.6B_seed8.npy,preprocessed/dolma2-0625/resharded/paraphrased/sized_smollm2_mixed,sized_smollm2_mixed,1-8,,3478624,4.275,0.946897,23.709452,2083632022,4.423029,-0.034041,True
paraphrase,30m,30000000,1.0,600000000,1,16,3174431780,3774431780,5.29072,20.0,30M_seed42_dolma_para_K16_wd0.1_lr3e-3,0.003,0.1,train_0.6B.npy,preprocessed/dolma2-0625/resharded,train_0.6B_seed1.npy;train_0.6B_seed2.npy;train_0.6B_seed3.npy;train_0.6B_seed4.npy;train_0.6B_seed5.npy;train_0.6B_seed6.npy;train_0.6B_seed7.npy;train_0.6B_seed8.npy;train_0.6B_seed9.npy;train_0.6B_seed10.npy;train_0.6B_seed11.npy;train_0.6B_seed12.npy;train_0.6B_seed13.npy;train_0.6B_seed14.npy;train_0.6B_seed15.npy;train_0.6B_seed16.npy,preprocessed/dolma2-0625/resharded/paraphrased/sized_smollm2_mixed,sized_smollm2_mixed,1-16,,3478624,4.0397,0.896282,23.709452,3445186228,4.131482,-0.022466,True
paraphrase,30m,30000000,1.0,600000000,1,32,6171984678,6771984678,10.286641,20.0,30M_seed42_dolma_para_K32_wd0.1_lr3e-3,0.003,0.1,train_0.6B.npy,preprocessed/dolma2-0625/resharded,train_0.6B_seed1.npy;train_0.6B_seed2.npy;train_0.6B_seed3.npy;train_0.6B_seed4.npy;train_0.6B_seed5.npy;train_0.6B_seed6.npy;train_0.6B_seed7.npy;train_0.6B_seed8.npy;train_0.6B_seed9.npy;train_0.6B_seed10.npy;train_0.6B_seed11.npy;train_0.6B_seed12.npy;train_0.6B_seed13.npy;train_0.6B_seed14.npy;train_0.6B_seed15.npy;train_0.6B_seed16.npy;train_0.6B_seed17.npy;train_0.6B_seed18.npy;train_0.6B_seed19.npy;train_0.6B_seed20.npy;train_0.6B_seed21.npy;train_0.6B_seed22.npy;train_0.6B_seed23.npy;train_0.6B_seed24.npy;train_0.6B_seed25.npy;train_0.6B_seed26.npy;train_0.6B_seed27.npy;train_0.6B_seed28.npy;train_0.6B_seed29.npy;train_0.6B_seed30.npy;train_0.6B_seed31.npy;train_0.6B_seed32.npy,preprocessed/dolma2-0625/resharded/paraphrased/sized_smollm2_mixed,sized_smollm2_mixed,1-32,,3478624,3.8978,0.811314,23.709452,5607416669,3.904124,-0.001621,True
paraphrase,30m,30000000,1.0,600000000,1,64,12283137296,12883137296,20.471895,20.0,30M_seed42_dolma_para_K64_wd0.1_lr3e-3,0.003,0.1,train_0.6B.npy,preprocessed/dolma2-0625/resharded,train_0.6B_seed1.npy;train_0.6B_seed2.npy;train_0.6B_seed3.npy;train_0.6B_seed4.npy;train_0.6B_seed5.npy;train_0.6B_seed6.npy;train_0.6B_seed7.npy;train_0.6B_seed8.npy;train_0.6B_seed9.npy;train_0.6B_seed10.npy;train_0.6B_seed11.npy;train_0.6B_seed12.npy;train_0.6B_seed13.npy;train_0.6B_seed14.npy;train_0.6B_seed15.npy;train_0.6B_seed16.npy;train_0.6B_seed17.npy;train_0.6B_seed18.npy;train_0.6B_seed19.npy;train_0.6B_seed20.npy;train_0.6B_seed21.npy;train_0.6B_seed22.npy;train_0.6B_seed23.npy;train_0.6B_seed24.npy;train_0.6B_seed25.npy;train_0.6B_seed26.npy;train_0.6B_seed27.npy;train_0.6B_seed28.npy;train_0.6B_seed29.npy;train_0.6B_seed30.npy;train_0.6B_seed31.npy;train_0.6B_seed32.npy;train_0.6B_seed33.npy;train_0.6B_seed34.npy;train_0.6B_seed35.npy;train_0.6B_seed36.npy;train_0.6B_seed37.npy;train_0.6B_seed38.npy;train_0.6B_seed39.npy;train_0.6B_seed40.npy;train_0.6B_seed41.npy;train_0.6B_seed42.npy;train_0.6B_seed43.npy;train_0.6B_seed44.npy;train_0.6B_seed45.npy;train_0.6B_seed46.npy;train_0.6B_seed47.npy;train_0.6B_seed48.npy;train_0.6B_seed49.npy;train_0.6B_seed50.npy;train_0.6B_seed51.npy;train_0.6B_seed52.npy;train_0.6B_seed53.npy;train_0.6B_seed54.npy;train_0.6B_seed55.npy;train_0.6B_seed56.npy;train_0.6B_seed57.npy;train_0.6B_seed58.npy;train_0.6B_seed59.npy;train_0.6B_seed60.npy;train_0.6B_seed61.npy;train_0.6B_seed62.npy;train_0.6B_seed63.npy;train_0.6B_seed64.npy,preprocessed/dolma2-0625/resharded/paraphrased/sized_smollm2_mixed,sized_smollm2_mixed,1-64,,3478624,3.8118,0.66975,23.709452,8826631123,3.731825,0.021204,True
paraphrase,30m,30000000,2.0,1200000000,1,1,370843038,1570843038,0.309036,40.0,30M_seed42_dolma_para_K1_wd0.1_lr3e-3,0.003,0.1,train_1.2B.npy,preprocessed/dolma2-0625/resharded,train_1.2B_seed1.npy,preprocessed/dolma2-0625/resharded/paraphrased/sized_smollm2_mixed,sized_smollm2_mixed,1,,3478624,4.5164,0.98409,9.60886,1564943014,4.620023,-0.022684,True
paraphrase,30m,30000000,2.0,1200000000,1,2,771482440,1971482440,0.642902,40.0,30M_seed42_dolma_para_K2_wd0.1_lr3e-3,0.003,0.1,train_1.2B.npy,preprocessed/dolma2-0625/resharded,train_1.2B_seed1.npy;train_1.2B_seed2.npy,preprocessed/dolma2-0625/resharded/paraphrased/sized_smollm2_mixed,sized_smollm2_mixed,1-2,,3478624,4.3329,0.96728,9.60886,1946239670,4.467754,-0.030649,True
paraphrase,30m,30000000,2.0,1200000000,1,4,1565293587,2765293587,1.304411,40.0,30M_seed42_dolma_para_K4_wd0.1_lr3e-3,0.003,0.1,train_1.2B.npy,preprocessed/dolma2-0625/resharded,train_1.2B_seed1.npy;train_1.2B_seed2.npy;train_1.2B_seed3.npy;train_1.2B_seed4.npy,preprocessed/dolma2-0625/resharded/paraphrased/sized_smollm2_mixed,sized_smollm2_mixed,1-4,,3478624,4.1125,0.935094,9.60886,2663697377,4.272618,-0.038196,True
paraphrase,30m,30000000,2.0,1200000000,1,8,3136461741,4336461741,2.613718,40.0,30M_seed42_dolma_para_K8_wd0.2_lr3e-3,0.003,0.2,train_1.2B.npy,preprocessed/dolma2-0625/resharded,train_1.2B_seed1.npy;train_1.2B_seed2.npy;train_1.2B_seed3.npy;train_1.2B_seed4.npy;train_1.2B_seed5.npy;train_1.2B_seed6.npy;train_1.2B_seed7.npy;train_1.2B_seed8.npy,preprocessed/dolma2-0625/resharded/paraphrased/sized_smollm2_mixed,sized_smollm2_mixed,1-8,,3478624,3.9939,0.875531,9.60886,3946069799,4.063179,-0.017197,True
paraphrase,30m,30000000,2.0,1200000000,1,16,6354721060,7554721060,5.295601,40.0,30M_seed42_dolma_para_K16_wd0.1_lr3e-3,0.003,0.1,train_1.2B.npy,preprocessed/dolma2-0625/resharded,train_1.2B_seed1.npy;train_1.2B_seed2.npy;train_1.2B_seed3.npy;train_1.2B_seed4.npy;train_1.2B_seed5.npy;train_1.2B_seed6.npy;train_1.2B_seed7.npy;train_1.2B_seed8.npy;train_1.2B_seed9.npy;train_1.2B_seed10.npy;train_1.2B_seed11.npy;train_1.2B_seed12.npy;train_1.2B_seed13.npy;train_1.2B_seed14.npy;train_1.2B_seed15.npy;train_1.2B_seed16.npy,preprocessed/dolma2-0625/resharded/paraphrased/sized_smollm2_mixed,sized_smollm2_mixed,1-16,,3478624,3.8717,0.768792,9.60886,6085459268,3.870472,0.000317,True
