stream,run_name,size,N_params,chinchilla_scale,D_tokens,epochs,K,learning_rate,weight_decay,seed,val_loss,perplexity,tokens_evaluated,run_complete,selected_for_scaling_fit,source_file
paraphrase,30M_seed42_dolma_para_K64_wd0.1_lr3e-3,30m,30000000,0.1,60000000,,64,0.003,0.1,42,5.020468178277217,151.4822235107422,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/30M/30M_seed42_dolma_para_K64_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K1_wd0.1_lr3e-3,30m,30000000,0.25,150000000,,1,0.003,0.1,42,6.956189546717817,1049.62646484375,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/30M/30M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K1_wd0.2_lr3e-3,30m,30000000,0.25,150000000,,1,0.003,0.2,42,6.980050413791488,1074.9727783203125,3478624,True,False,dolma_para_val_loss/chinchilla_0.25/30M/30M_seed42_dolma_para_K1_wd0.2_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K2_wd0.1_lr3e-3,30m,30000000,0.25,150000000,,2,0.003,0.1,42,6.716373777429443,825.8175659179688,3478624,True,False,dolma_para_val_loss/chinchilla_0.25/30M/30M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K2_wd0.2_lr3e-3,30m,30000000,0.25,150000000,,2,0.003,0.2,42,6.698199605025445,810.944580078125,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/30M/30M_seed42_dolma_para_K2_wd0.2_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K4_wd0.1_lr3e-3,30m,30000000,0.25,150000000,,4,0.003,0.1,42,6.263774087635276,525.197265625,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/30M/30M_seed42_dolma_para_K4_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K4_wd0.2_lr3e-3,30m,30000000,0.25,150000000,,4,0.003,0.2,42,6.28614195476149,537.0772094726562,3478624,True,False,dolma_para_val_loss/chinchilla_0.25/30M/30M_seed42_dolma_para_K4_wd0.2_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K8_wd0.1_lr3e-3,30m,30000000,0.25,150000000,,8,0.003,0.1,42,5.816560392235798,335.81494140625,3478624,True,False,dolma_para_val_loss/chinchilla_0.25/30M/30M_seed42_dolma_para_K8_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K8_wd0.2_lr3e-3,30m,30000000,0.25,150000000,,8,0.003,0.2,42,5.7962263129530305,329.0555114746094,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/30M/30M_seed42_dolma_para_K8_wd0.2_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K16_wd0.1_lr3e-3,30m,30000000,0.25,150000000,,16,0.003,0.1,42,5.347104989030527,209.99948120117188,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/30M/30M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K32_wd0.1_lr3e-3,30m,30000000,0.25,150000000,,32,0.003,0.1,42,4.5382601404527385,93.52791595458984,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/30M/30M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K64_wd0.1_lr3e-3,30m,30000000,0.25,150000000,,64,0.003,0.1,42,4.152663415503874,63.60316467285156,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/30M/30M_seed42_dolma_para_K64_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K1_wd0.1_lr1e-3,30m,30000000,0.5,300000000,,1,0.001,0.1,42,6.290528238795107,539.438232421875,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/30M/30M_seed42_dolma_para_K1_wd0.1_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K1_wd0.2_lr1e-3,30m,30000000,0.5,300000000,,1,0.001,0.2,42,6.2901869322613715,539.2540893554688,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/30M/30M_seed42_dolma_para_K1_wd0.2_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K1_wd0.1_lr3e-3,30m,30000000,0.5,300000000,,1,0.003,0.1,42,6.1488632153301,468.1849060058594,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/30M/30M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K1_wd0.2_lr3e-3,30m,30000000,0.5,300000000,,1,0.003,0.2,42,6.1674741085466955,476.9798583984375,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/30M/30M_seed42_dolma_para_K1_wd0.2_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K2_wd0.1_lr1e-3,30m,30000000,0.5,300000000,,2,0.001,0.1,42,6.0893946084626425,441.15423583984375,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/30M/30M_seed42_dolma_para_K2_wd0.1_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K2_wd0.2_lr1e-3,30m,30000000,0.5,300000000,,2,0.001,0.2,42,6.086395177487025,439.83306884765625,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/30M/30M_seed42_dolma_para_K2_wd0.2_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K2_wd0.1_lr3e-3,30m,30000000,0.5,300000000,,2,0.003,0.1,42,5.8499706690497,347.2242431640625,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/30M/30M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K2_wd0.2_lr3e-3,30m,30000000,0.5,300000000,,2,0.003,0.2,42,5.898491177019411,364.4871826171875,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/30M/30M_seed42_dolma_para_K2_wd0.2_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K4_wd0.1_lr1e-3,30m,30000000,0.5,300000000,,4,0.001,0.1,42,5.763517685530974,318.4666748046875,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/30M/30M_seed42_dolma_para_K4_wd0.1_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K4_wd0.2_lr1e-3,30m,30000000,0.5,300000000,,4,0.001,0.2,42,5.771740507250271,321.0960998535156,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/30M/30M_seed42_dolma_para_K4_wd0.2_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K4_wd0.1_lr3e-3,30m,30000000,0.5,300000000,,4,0.003,0.1,42,5.5886940780701835,267.3861999511719,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/30M/30M_seed42_dolma_para_K4_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K4_wd0.2_lr3e-3,30m,30000000,0.5,300000000,,4,0.003,0.2,42,5.575006136964892,263.7511291503906,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/30M/30M_seed42_dolma_para_K4_wd0.2_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K8_wd0.1_lr1e-3,30m,30000000,0.5,300000000,,8,0.001,0.1,42,5.360670040926878,212.86753845214844,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/30M/30M_seed42_dolma_para_K8_wd0.1_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K8_wd0.2_lr1e-3,30m,30000000,0.5,300000000,,8,0.001,0.2,42,5.373087986366543,215.52735900878906,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/30M/30M_seed42_dolma_para_K8_wd0.2_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K8_wd0.1_lr3e-3,30m,30000000,0.5,300000000,,8,0.003,0.1,42,5.060332251001716,157.6428985595703,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/30M/30M_seed42_dolma_para_K8_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K8_wd0.2_lr3e-3,30m,30000000,0.5,300000000,,8,0.003,0.2,42,5.110289124874812,165.71826171875,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/30M/30M_seed42_dolma_para_K8_wd0.2_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K1_wd0.1_lr1e-3,30m,30000000,1.0,600000000,,1,0.001,0.1,42,5.591042589053239,268.014892578125,3478624,True,False,dolma_para_val_loss/chinchilla_1/30M/30M_seed42_dolma_para_K1_wd0.1_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K1_wd0.2_lr1e-3,30m,30000000,1.0,600000000,,1,0.001,0.2,42,5.606878273603792,272.2928771972656,3478624,True,False,dolma_para_val_loss/chinchilla_1/30M/30M_seed42_dolma_para_K1_wd0.2_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K1_wd0.1_lr3e-3,30m,30000000,1.0,600000000,,1,0.003,0.1,42,5.387950770711755,218.75466918945312,3478624,True,True,dolma_para_val_loss/chinchilla_1/30M/30M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K1_wd0.2_lr3e-3,30m,30000000,1.0,600000000,,1,0.003,0.2,42,5.410679501384518,223.78355407714844,3478624,True,False,dolma_para_val_loss/chinchilla_1/30M/30M_seed42_dolma_para_K1_wd0.2_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K2_wd0.1_lr1e-3,30m,30000000,1.0,600000000,,2,0.001,0.1,42,5.381591689775585,217.36801147460938,3478624,True,False,dolma_para_val_loss/chinchilla_1/30M/30M_seed42_dolma_para_K2_wd0.1_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K2_wd0.2_lr1e-3,30m,30000000,1.0,600000000,,2,0.001,0.2,42,5.400577948613581,221.534423828125,3478624,True,False,dolma_para_val_loss/chinchilla_1/30M/30M_seed42_dolma_para_K2_wd0.2_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K2_wd0.1_lr3e-3,30m,30000000,1.0,600000000,,2,0.003,0.1,42,5.157547617488939,173.7378387451172,3478624,True,False,dolma_para_val_loss/chinchilla_1/30M/30M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K2_wd0.2_lr3e-3,30m,30000000,1.0,600000000,,2,0.003,0.2,42,5.127252428420691,168.5533905029297,3478624,True,True,dolma_para_val_loss/chinchilla_1/30M/30M_seed42_dolma_para_K2_wd0.2_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K4_wd0.1_lr1e-3,30m,30000000,1.0,600000000,,4,0.001,0.1,42,5.038214767778757,154.19448852539062,3478624,True,False,dolma_para_val_loss/chinchilla_1/30M/30M_seed42_dolma_para_K4_wd0.1_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K4_wd0.2_lr1e-3,30m,30000000,1.0,600000000,,4,0.001,0.2,42,5.100518192418045,164.10693359375,3478624,True,False,dolma_para_val_loss/chinchilla_1/30M/30M_seed42_dolma_para_K4_wd0.2_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K4_wd0.1_lr3e-3,30m,30000000,1.0,600000000,,4,0.003,0.1,42,4.696931008670517,109.6102523803711,3478624,True,False,dolma_para_val_loss/chinchilla_1/30M/30M_seed42_dolma_para_K4_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K4_wd0.2_lr3e-3,30m,30000000,1.0,600000000,,4,0.003,0.2,42,4.648900848141347,104.47010803222656,3478624,True,True,dolma_para_val_loss/chinchilla_1/30M/30M_seed42_dolma_para_K4_wd0.2_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K8_wd0.1_lr1e-3,30m,30000000,1.0,600000000,,8,0.001,0.1,42,4.613825281758992,100.86927032470703,3478624,True,False,dolma_para_val_loss/chinchilla_1/30M/30M_seed42_dolma_para_K8_wd0.1_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K8_wd0.2_lr1e-3,30m,30000000,1.0,600000000,,8,0.001,0.2,42,4.617219473175672,101.21221160888672,3478624,True,False,dolma_para_val_loss/chinchilla_1/30M/30M_seed42_dolma_para_K8_wd0.2_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K8_wd0.1_lr3e-3,30m,30000000,1.0,600000000,,8,0.003,0.1,42,4.275005126622983,71.88052368164062,3478624,True,True,dolma_para_val_loss/chinchilla_1/30M/30M_seed42_dolma_para_K8_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K8_wd0.2_lr3e-3,30m,30000000,1.0,600000000,,8,0.003,0.2,42,4.321064776674717,75.26874542236328,3478624,True,False,dolma_para_val_loss/chinchilla_1/30M/30M_seed42_dolma_para_K8_wd0.2_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K16_wd0.1_lr3e-3,30m,30000000,1.0,600000000,,16,0.003,0.1,42,4.039704746203281,56.8095703125,3478624,True,True,dolma_para_val_loss/chinchilla_1/30M/30M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K32_wd0.1_lr3e-3,30m,30000000,1.0,600000000,,32,0.003,0.1,42,3.8978262691835908,49.29517364501953,3478624,True,True,dolma_para_val_loss/chinchilla_1/30M/30M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K64_wd0.1_lr3e-3,30m,30000000,1.0,600000000,,64,0.003,0.1,42,3.811816068402581,45.232505798339844,3478624,True,True,dolma_para_val_loss/chinchilla_1/30M/30M_seed42_dolma_para_K64_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K1_wd0.1_lr1e-3,30m,30000000,2.0,1200000000,,1,0.001,0.1,42,4.8427888517446345,126.82252502441406,3478624,True,False,dolma_para_val_loss/chinchilla_2/30M/30M_seed42_dolma_para_K1_wd0.1_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K1_wd0.2_lr1e-3,30m,30000000,2.0,1200000000,,1,0.001,0.2,42,4.859878681317648,129.00852966308594,3478624,True,False,dolma_para_val_loss/chinchilla_2/30M/30M_seed42_dolma_para_K1_wd0.2_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K1_wd0.1_lr3e-3,30m,30000000,2.0,1200000000,,1,0.003,0.1,42,4.516436574869362,91.5089340209961,3478624,True,True,dolma_para_val_loss/chinchilla_2/30M/30M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K1_wd0.2_lr3e-3,30m,30000000,2.0,1200000000,,1,0.003,0.2,42,4.595087389902251,98.9968032836914,3478624,True,False,dolma_para_val_loss/chinchilla_2/30M/30M_seed42_dolma_para_K1_wd0.2_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K2_wd0.1_lr1e-3,30m,30000000,2.0,1200000000,,2,0.001,0.1,42,4.598178254160603,99.30326080322266,3478624,True,False,dolma_para_val_loss/chinchilla_2/30M/30M_seed42_dolma_para_K2_wd0.1_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K2_wd0.2_lr1e-3,30m,30000000,2.0,1200000000,,2,0.001,0.2,42,4.630842609520092,102.6004867553711,3478624,True,False,dolma_para_val_loss/chinchilla_2/30M/30M_seed42_dolma_para_K2_wd0.2_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K2_wd0.1_lr3e-3,30m,30000000,2.0,1200000000,,2,0.003,0.1,42,4.332932085774522,76.16728210449219,3478624,True,True,dolma_para_val_loss/chinchilla_2/30M/30M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K2_wd0.2_lr3e-3,30m,30000000,2.0,1200000000,,2,0.003,0.2,42,4.385470947143787,80.27601623535156,3478624,True,False,dolma_para_val_loss/chinchilla_2/30M/30M_seed42_dolma_para_K2_wd0.2_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K4_wd0.1_lr1e-3,30m,30000000,2.0,1200000000,,4,0.001,0.1,42,4.415108456183034,82.69082641601562,3478624,True,False,dolma_para_val_loss/chinchilla_2/30M/30M_seed42_dolma_para_K4_wd0.1_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K4_wd0.2_lr1e-3,30m,30000000,2.0,1200000000,,4,0.001,0.2,42,4.432852058340813,84.17115020751953,3478624,True,False,dolma_para_val_loss/chinchilla_2/30M/30M_seed42_dolma_para_K4_wd0.2_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K4_wd0.1_lr3e-3,30m,30000000,2.0,1200000000,,4,0.003,0.1,42,4.112529435972295,61.1010627746582,3478624,True,True,dolma_para_val_loss/chinchilla_2/30M/30M_seed42_dolma_para_K4_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K4_wd0.2_lr3e-3,30m,30000000,2.0,1200000000,,4,0.003,0.2,42,4.150828141829346,63.486568450927734,3478624,True,False,dolma_para_val_loss/chinchilla_2/30M/30M_seed42_dolma_para_K4_wd0.2_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K8_wd0.1_lr1e-3,30m,30000000,2.0,1200000000,,8,0.001,0.1,42,4.181233462643248,65.44652557373047,3478624,True,False,dolma_para_val_loss/chinchilla_2/30M/30M_seed42_dolma_para_K8_wd0.1_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K8_wd0.2_lr1e-3,30m,30000000,2.0,1200000000,,8,0.001,0.2,42,4.200156343683212,66.69674682617188,3478624,True,False,dolma_para_val_loss/chinchilla_2/30M/30M_seed42_dolma_para_K8_wd0.2_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K8_wd0.1_lr3e-3,30m,30000000,2.0,1200000000,,8,0.003,0.1,42,4.003601530970381,54.795143127441406,3478624,True,False,dolma_para_val_loss/chinchilla_2/30M/30M_seed42_dolma_para_K8_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K8_wd0.2_lr3e-3,30m,30000000,2.0,1200000000,,8,0.003,0.2,42,3.993915448551146,54.26696014404297,3478624,True,True,dolma_para_val_loss/chinchilla_2/30M/30M_seed42_dolma_para_K8_wd0.2_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K16_wd0.1_lr3e-3,30m,30000000,2.0,1200000000,,16,0.003,0.1,42,3.8716587686121544,48.02198028564453,3478624,True,True,dolma_para_val_loss/chinchilla_2/30M/30M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K32_wd0.1_lr3e-3,30m,30000000,2.0,1200000000,,32,0.003,0.1,42,3.8064587734225603,44.99082946777344,3478624,True,True,dolma_para_val_loss/chinchilla_2/30M/30M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K64_wd0.1_lr3e-3,30m,30000000,2.0,1200000000,,64,0.003,0.1,42,3.7410644850162016,42.14282989501953,3478624,True,True,dolma_para_val_loss/chinchilla_2/30M/30M_seed42_dolma_para_K64_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K1_wd0.1_lr1e-3,30m,30000000,4.0,2400000000,,1,0.001,0.1,42,4.27551400212187,71.91710662841797,3478624,True,False,dolma_para_val_loss/chinchilla_4/30M/30M_seed42_dolma_para_K1_wd0.1_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K1_wd0.2_lr1e-3,30m,30000000,4.0,2400000000,,1,0.001,0.2,42,4.279321010547876,72.19142150878906,3478624,True,False,dolma_para_val_loss/chinchilla_4/30M/30M_seed42_dolma_para_K1_wd0.2_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K1_wd0.1_lr3e-3,30m,30000000,4.0,2400000000,,1,0.003,0.1,42,4.051401832504277,57.477962493896484,3478624,True,True,dolma_para_val_loss/chinchilla_4/30M/30M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K1_wd0.2_lr3e-3,30m,30000000,4.0,2400000000,,1,0.003,0.2,42,4.063375934950097,58.17036056518555,3478624,True,False,dolma_para_val_loss/chinchilla_4/30M/30M_seed42_dolma_para_K1_wd0.2_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K2_wd0.1_lr1e-3,30m,30000000,4.0,2400000000,,2,0.001,0.1,42,4.170582611854034,64.753173828125,3478624,True,False,dolma_para_val_loss/chinchilla_4/30M/30M_seed42_dolma_para_K2_wd0.1_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K2_wd0.2_lr1e-3,30m,30000000,4.0,2400000000,,2,0.001,0.2,42,4.15695988643168,63.87704086303711,3478624,True,False,dolma_para_val_loss/chinchilla_4/30M/30M_seed42_dolma_para_K2_wd0.2_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K2_wd0.1_lr3e-3,30m,30000000,4.0,2400000000,,2,0.003,0.1,42,3.971519956864477,53.06512451171875,3478624,True,True,dolma_para_val_loss/chinchilla_4/30M/30M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K2_wd0.2_lr3e-3,30m,30000000,4.0,2400000000,,2,0.003,0.2,42,3.9856133868104395,53.81828689575195,3478624,True,False,dolma_para_val_loss/chinchilla_4/30M/30M_seed42_dolma_para_K2_wd0.2_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K4_wd0.1_lr1e-3,30m,30000000,4.0,2400000000,,4,0.001,0.1,42,4.04840088094156,57.30574417114258,3478624,True,False,dolma_para_val_loss/chinchilla_4/30M/30M_seed42_dolma_para_K4_wd0.1_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K4_wd0.2_lr1e-3,30m,30000000,4.0,2400000000,,4,0.001,0.2,42,4.069540102882522,58.530033111572266,3478624,True,False,dolma_para_val_loss/chinchilla_4/30M/30M_seed42_dolma_para_K4_wd0.2_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K4_wd0.1_lr3e-3,30m,30000000,4.0,2400000000,,4,0.003,0.1,42,3.8894387411275306,48.88343811035156,3478624,True,False,dolma_para_val_loss/chinchilla_4/30M/30M_seed42_dolma_para_K4_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K4_wd0.2_lr3e-3,30m,30000000,4.0,2400000000,,4,0.003,0.2,42,3.8847726532060745,48.6558723449707,3478624,True,True,dolma_para_val_loss/chinchilla_4/30M/30M_seed42_dolma_para_K4_wd0.2_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K8_wd0.1_lr1e-3,30m,30000000,4.0,2400000000,,8,0.001,0.1,42,3.9613503917543302,52.52821350097656,3478624,True,False,dolma_para_val_loss/chinchilla_4/30M/30M_seed42_dolma_para_K8_wd0.1_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K8_wd0.2_lr1e-3,30m,30000000,4.0,2400000000,,8,0.001,0.2,42,3.948090278911625,51.836280822753906,3478624,True,False,dolma_para_val_loss/chinchilla_4/30M/30M_seed42_dolma_para_K8_wd0.2_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K8_wd0.1_lr3e-3,30m,30000000,4.0,2400000000,,8,0.003,0.1,42,3.820888142298574,45.64472579956055,3478624,True,True,dolma_para_val_loss/chinchilla_4/30M/30M_seed42_dolma_para_K8_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K8_wd0.2_lr3e-3,30m,30000000,4.0,2400000000,,8,0.003,0.2,42,3.861030711048796,47.514305114746094,3478624,True,False,dolma_para_val_loss/chinchilla_4/30M/30M_seed42_dolma_para_K8_wd0.2_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K16_wd0.1_lr3e-3,30m,30000000,4.0,2400000000,,16,0.003,0.1,42,3.75742365431009,42.83791732788086,3478624,True,True,dolma_para_val_loss/chinchilla_4/30M/30M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K32_wd0.1_lr3e-3,30m,30000000,4.0,2400000000,,32,0.003,0.1,42,3.7184099907307324,41.19883728027344,3478624,True,True,dolma_para_val_loss/chinchilla_4/30M/30M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K64_wd0.1_lr3e-3,30m,30000000,4.0,2400000000,,64,0.003,0.1,42,3.7035856729018426,40.592594146728516,3478624,True,True,dolma_para_val_loss/chinchilla_4/30M/30M_seed42_dolma_para_K64_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K1_wd0.1_lr1e-3,30m,30000000,8.0,4800000000,,1,0.001,0.1,42,3.982087345557198,53.62886047363281,3478624,True,False,dolma_para_val_loss/chinchilla_8/30M/30M_seed42_dolma_para_K1_wd0.1_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K1_wd0.2_lr1e-3,30m,30000000,8.0,4800000000,,1,0.001,0.2,42,3.990213319086665,54.06642532348633,3478624,True,False,dolma_para_val_loss/chinchilla_8/30M/30M_seed42_dolma_para_K1_wd0.2_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K1_wd0.1_lr3e-3,30m,30000000,8.0,4800000000,,1,0.003,0.1,42,3.830515441737321,46.08628463745117,3478624,True,True,dolma_para_val_loss/chinchilla_8/30M/30M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K1_wd0.2_lr3e-3,30m,30000000,8.0,4800000000,,1,0.003,0.2,42,3.844408497872695,46.73103713989258,3478624,True,False,dolma_para_val_loss/chinchilla_8/30M/30M_seed42_dolma_para_K1_wd0.2_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K2_wd0.1_lr1e-3,30m,30000000,8.0,4800000000,,2,0.001,0.1,42,3.9394193147816177,51.38874816894531,3478624,True,False,dolma_para_val_loss/chinchilla_8/30M/30M_seed42_dolma_para_K2_wd0.1_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K2_wd0.2_lr1e-3,30m,30000000,8.0,4800000000,,2,0.001,0.2,42,3.946898891128203,51.77456283569336,3478624,True,False,dolma_para_val_loss/chinchilla_8/30M/30M_seed42_dolma_para_K2_wd0.2_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K2_wd0.1_lr3e-3,30m,30000000,8.0,4800000000,,2,0.003,0.1,42,3.811446410421998,45.21579360961914,3478624,True,False,dolma_para_val_loss/chinchilla_8/30M/30M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K2_wd0.2_lr3e-3,30m,30000000,8.0,4800000000,,2,0.003,0.2,42,3.8112326557818057,45.20612335205078,3478624,True,True,dolma_para_val_loss/chinchilla_8/30M/30M_seed42_dolma_para_K2_wd0.2_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K4_wd0.1_lr1e-3,30m,30000000,8.0,4800000000,,4,0.001,0.1,42,3.869089709826042,47.89875793457031,3478624,True,False,dolma_para_val_loss/chinchilla_8/30M/30M_seed42_dolma_para_K4_wd0.1_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K4_wd0.2_lr1e-3,30m,30000000,8.0,4800000000,,4,0.001,0.2,42,3.8829208427783692,48.56585693359375,3478624,True,False,dolma_para_val_loss/chinchilla_8/30M/30M_seed42_dolma_para_K4_wd0.2_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K4_wd0.1_lr3e-3,30m,30000000,8.0,4800000000,,4,0.003,0.1,42,3.759503200273118,42.92708969116211,3478624,True,True,dolma_para_val_loss/chinchilla_8/30M/30M_seed42_dolma_para_K4_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K4_wd0.2_lr3e-3,30m,30000000,8.0,4800000000,,4,0.003,0.2,42,3.7731760370623557,43.51805877685547,3478624,True,False,dolma_para_val_loss/chinchilla_8/30M/30M_seed42_dolma_para_K4_wd0.2_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K8_wd0.1_lr1e-3,30m,30000000,8.0,4800000000,,8,0.001,0.1,42,3.8016510542455375,44.775047302246094,3478624,True,False,dolma_para_val_loss/chinchilla_8/30M/30M_seed42_dolma_para_K8_wd0.1_lr1e-3.json
