stream,run_name,size,N_params,chinchilla_scale,D_tokens,epochs,K,learning_rate,weight_decay,seed,val_loss,perplexity,tokens_evaluated,run_complete,selected_for_scaling_fit,source_file
paraphrase,30M_seed42_dolma_para_K8_wd0.2_lr1e-3,30m,30000000,8.0,4800000000,,8,0.001,0.2,42,3.8147040305742568,45.36332321166992,3478624,True,False,dolma_para_val_loss/chinchilla_8/30M/30M_seed42_dolma_para_K8_wd0.2_lr1e-3.json
paraphrase,30M_seed42_dolma_para_K8_wd0.1_lr3e-3,30m,30000000,8.0,4800000000,,8,0.003,0.1,42,3.72301020830127,41.388797760009766,3478624,True,True,dolma_para_val_loss/chinchilla_8/30M/30M_seed42_dolma_para_K8_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K8_wd0.2_lr3e-3,30m,30000000,8.0,4800000000,,8,0.003,0.2,42,3.7358646562840834,41.924259185791016,3478624,True,False,dolma_para_val_loss/chinchilla_8/30M/30M_seed42_dolma_para_K8_wd0.2_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K16_wd0.1_lr3e-3,30m,30000000,8.0,4800000000,,16,0.003,0.1,42,3.699347632354619,40.420928955078125,3478624,True,True,dolma_para_val_loss/chinchilla_8/30M/30M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K32_wd0.1_lr3e-3,30m,30000000,8.0,4800000000,,32,0.003,0.1,42,3.6856756909614035,39.87205123901367,3478624,True,True,dolma_para_val_loss/chinchilla_8/30M/30M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
paraphrase,30M_seed42_dolma_para_K64_wd0.1_lr3e-3,30m,30000000,8.0,4800000000,,64,0.003,0.1,42,3.665430928940828,39.072975158691406,3478624,True,True,dolma_para_val_loss/chinchilla_8/30M/30M_seed42_dolma_para_K64_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K1_wd0.1_lr3e-3,60m,60000000,0.05,60000000,,1,0.003,0.1,42,8.06113489584329,3168.8857421875,3478624,True,False,dolma_para_val_loss/chinchilla_0.05/60M/60M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K1_wd0.2_lr3e-3,60m,60000000,0.05,60000000,,1,0.003,0.2,42,8.05826189916549,3159.793212890625,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/60M/60M_seed42_dolma_para_K1_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K2_wd0.1_lr3e-3,60m,60000000,0.05,60000000,,2,0.003,0.1,42,7.904850581920781,2710.397216796875,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/60M/60M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K2_wd0.2_lr3e-3,60m,60000000,0.05,60000000,,2,0.003,0.2,42,7.915860560066953,2740.404052734375,3478624,True,False,dolma_para_val_loss/chinchilla_0.05/60M/60M_seed42_dolma_para_K2_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K4_wd0.1_lr3e-3,60m,60000000,0.05,60000000,,4,0.003,0.1,42,7.4638272649650315,1743.80908203125,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/60M/60M_seed42_dolma_para_K4_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K4_wd0.2_lr3e-3,60m,60000000,0.05,60000000,,4,0.003,0.2,42,7.502607796489943,1812.763671875,3478624,True,False,dolma_para_val_loss/chinchilla_0.05/60M/60M_seed42_dolma_para_K4_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K8_wd0.1_lr3e-3,60m,60000000,0.05,60000000,,8,0.003,0.1,42,6.914366563800173,1006.6333618164062,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/60M/60M_seed42_dolma_para_K8_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K8_wd0.2_lr3e-3,60m,60000000,0.05,60000000,,8,0.003,0.2,42,6.921433727532468,1013.7726440429688,3478624,True,False,dolma_para_val_loss/chinchilla_0.05/60M/60M_seed42_dolma_para_K8_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K16_wd0.1_lr3e-3,60m,60000000,0.05,60000000,,16,0.003,0.1,42,6.60933179443986,741.9869384765625,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/60M/60M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K32_wd0.1_lr3e-3,60m,60000000,0.05,60000000,,32,0.003,0.1,42,5.741649141281554,311.57781982421875,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/60M/60M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K64_wd0.1_lr3e-3,60m,60000000,0.05,60000000,,64,0.003,0.1,42,4.8168308661925305,123.57282257080078,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/60M/60M_seed42_dolma_para_K64_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K1_wd0.1_lr3e-3,60m,60000000,0.1,120000000,,1,0.003,0.1,42,7.3793062618215295,1602.477783203125,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/60M/60M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K1_wd0.2_lr3e-3,60m,60000000,0.1,120000000,,1,0.003,0.2,42,7.481913388034769,1775.6353759765625,3478624,True,False,dolma_para_val_loss/chinchilla_0.1/60M/60M_seed42_dolma_para_K1_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K2_wd0.1_lr3e-3,60m,60000000,0.1,120000000,,2,0.003,0.1,42,7.1831306299537365,1317.0250244140625,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/60M/60M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K2_wd0.2_lr3e-3,60m,60000000,0.1,120000000,,2,0.003,0.2,42,7.2264504974535635,1375.33203125,3478624,True,False,dolma_para_val_loss/chinchilla_0.1/60M/60M_seed42_dolma_para_K2_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K4_wd0.1_lr3e-3,60m,60000000,0.1,120000000,,4,0.003,0.1,42,6.821951425215787,917.774169921875,3478624,True,False,dolma_para_val_loss/chinchilla_0.1/60M/60M_seed42_dolma_para_K4_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K4_wd0.2_lr3e-3,60m,60000000,0.1,120000000,,4,0.003,0.2,42,6.730271319738916,837.3744506835938,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/60M/60M_seed42_dolma_para_K4_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K8_wd0.1_lr3e-3,60m,60000000,0.1,120000000,,8,0.003,0.1,42,6.672712879987487,790.5372924804688,3478624,True,False,dolma_para_val_loss/chinchilla_0.1/60M/60M_seed42_dolma_para_K8_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K8_wd0.2_lr3e-3,60m,60000000,0.1,120000000,,8,0.003,0.2,42,6.294408621970457,541.5355834960938,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/60M/60M_seed42_dolma_para_K8_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K16_wd0.1_lr3e-3,60m,60000000,0.1,120000000,,16,0.003,0.1,42,5.5772022882927725,264.3310546875,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/60M/60M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K32_wd0.1_lr3e-3,60m,60000000,0.1,120000000,,32,0.003,0.1,42,4.764907110238219,117.3201904296875,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/60M/60M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K64_wd0.1_lr3e-3,60m,60000000,0.1,120000000,,64,0.003,0.1,42,3.956731265382115,52.28614044189453,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/60M/60M_seed42_dolma_para_K64_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K1_wd0.1_lr3e-3,60m,60000000,0.25,300000000,,1,0.003,0.1,42,6.303824980409594,546.6588134765625,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/60M/60M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K1_wd0.2_lr3e-3,60m,60000000,0.25,300000000,,1,0.003,0.2,42,6.3213065391452865,556.2994384765625,3478624,True,False,dolma_para_val_loss/chinchilla_0.25/60M/60M_seed42_dolma_para_K1_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K2_wd0.1_lr3e-3,60m,60000000,0.25,300000000,,2,0.003,0.1,42,6.165676571764956,476.1231689453125,3478624,True,False,dolma_para_val_loss/chinchilla_0.25/60M/60M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K2_wd0.2_lr3e-3,60m,60000000,0.25,300000000,,2,0.003,0.2,42,6.149955182642799,468.6964111328125,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/60M/60M_seed42_dolma_para_K2_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K4_wd0.1_lr3e-3,60m,60000000,0.25,300000000,,4,0.003,0.1,42,5.703599674430806,299.9450988769531,3478624,True,False,dolma_para_val_loss/chinchilla_0.25/60M/60M_seed42_dolma_para_K4_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K4_wd0.2_lr3e-3,60m,60000000,0.25,300000000,,4,0.003,0.2,42,5.656961593916383,286.2774353027344,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/60M/60M_seed42_dolma_para_K4_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K8_wd0.1_lr3e-3,60m,60000000,0.25,300000000,,8,0.003,0.1,42,5.032162443989504,153.2641143798828,3478624,True,False,dolma_para_val_loss/chinchilla_0.25/60M/60M_seed42_dolma_para_K8_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K8_wd0.2_lr3e-3,60m,60000000,0.25,300000000,,8,0.003,0.2,42,5.017157311608699,150.98146057128906,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/60M/60M_seed42_dolma_para_K8_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K16_wd0.1_lr3e-3,60m,60000000,0.25,300000000,,16,0.003,0.1,42,4.241708394629196,69.52651977539062,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/60M/60M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K32_wd0.1_lr3e-3,60m,60000000,0.25,300000000,,32,0.003,0.1,42,3.825991050060985,45.87825012207031,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/60M/60M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K64_wd0.1_lr3e-3,60m,60000000,0.25,300000000,,64,0.003,0.1,42,3.598393811243235,36.53950119018555,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/60M/60M_seed42_dolma_para_K64_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K1_wd0.1_lr1e-3,60m,60000000,0.5,600000000,,1,0.001,0.1,42,5.393569339345591,219.9872283935547,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/60M/60M_seed42_dolma_para_K1_wd0.1_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K1_wd0.2_lr1e-3,60m,60000000,0.5,600000000,,1,0.001,0.2,42,5.409451992674245,223.50906372070312,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/60M/60M_seed42_dolma_para_K1_wd0.2_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K1_wd0.1_lr3e-3,60m,60000000,0.5,600000000,,1,0.003,0.1,42,5.4356637017223575,229.44508361816406,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/60M/60M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K1_wd0.2_lr3e-3,60m,60000000,0.5,600000000,,1,0.003,0.2,42,5.501099871123162,244.9612579345703,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/60M/60M_seed42_dolma_para_K1_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K2_wd0.1_lr1e-3,60m,60000000,0.5,600000000,,2,0.001,0.1,42,5.2277107324042005,186.3656768798828,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/60M/60M_seed42_dolma_para_K2_wd0.1_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K2_wd0.2_lr1e-3,60m,60000000,0.5,600000000,,2,0.001,0.2,42,5.247038042800719,190.00262451171875,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/60M/60M_seed42_dolma_para_K2_wd0.2_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K2_wd0.1_lr3e-3,60m,60000000,0.5,600000000,,2,0.003,0.1,42,5.250242968426821,190.61260986328125,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/60M/60M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K2_wd0.2_lr3e-3,60m,60000000,0.5,600000000,,2,0.003,0.2,42,5.11502603224903,166.50511169433594,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/60M/60M_seed42_dolma_para_K2_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K4_wd0.1_lr1e-3,60m,60000000,0.5,600000000,,4,0.001,0.1,42,4.709867485821419,111.03744506835938,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/60M/60M_seed42_dolma_para_K4_wd0.1_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K4_wd0.2_lr1e-3,60m,60000000,0.5,600000000,,4,0.001,0.2,42,4.803509888668331,121.93763732910156,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/60M/60M_seed42_dolma_para_K4_wd0.2_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K4_wd0.1_lr3e-3,60m,60000000,0.5,600000000,,4,0.003,0.1,42,4.618349067614787,101.32661437988281,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/60M/60M_seed42_dolma_para_K4_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K4_wd0.2_lr3e-3,60m,60000000,0.5,600000000,,4,0.003,0.2,42,4.645365757338493,104.10143280029297,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/60M/60M_seed42_dolma_para_K4_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K8_wd0.1_lr1e-3,60m,60000000,0.5,600000000,,8,0.001,0.1,42,4.178659845183891,65.27831268310547,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/60M/60M_seed42_dolma_para_K8_wd0.1_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K8_wd0.2_lr1e-3,60m,60000000,0.5,600000000,,8,0.001,0.2,42,4.192626715344648,66.19645690917969,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/60M/60M_seed42_dolma_para_K8_wd0.2_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K8_wd0.1_lr3e-3,60m,60000000,0.5,600000000,,8,0.003,0.1,42,4.0776852505759775,59.00872802734375,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/60M/60M_seed42_dolma_para_K8_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K8_wd0.2_lr3e-3,60m,60000000,0.5,600000000,,8,0.003,0.2,42,4.110614436609287,60.984169006347656,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/60M/60M_seed42_dolma_para_K8_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K16_wd0.1_lr3e-3,60m,60000000,0.5,600000000,,16,0.003,0.1,42,3.7358624944339747,41.92416763305664,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/60M/60M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K32_wd0.1_lr3e-3,60m,60000000,0.5,600000000,,32,0.003,0.1,42,3.5596202757103543,35.14985275268555,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/60M/60M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K64_wd0.1_lr3e-3,60m,60000000,0.5,600000000,,64,0.003,0.1,42,3.4300653068002562,30.878662109375,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/60M/60M_seed42_dolma_para_K64_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K1_wd0.1_lr1e-3,60m,60000000,1.0,1200000000,,1,0.001,0.1,42,4.416296289543226,82.78910827636719,3478624,True,False,dolma_para_val_loss/chinchilla_1/60M/60M_seed42_dolma_para_K1_wd0.1_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K1_wd0.2_lr1e-3,60m,60000000,1.0,1200000000,,1,0.001,0.2,42,4.442394300491327,84.97815704345703,3478624,True,False,dolma_para_val_loss/chinchilla_1/60M/60M_seed42_dolma_para_K1_wd0.2_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K1_wd0.1_lr3e-3,60m,60000000,1.0,1200000000,,1,0.003,0.1,42,4.443254486353207,85.0512924194336,3478624,True,False,dolma_para_val_loss/chinchilla_1/60M/60M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K1_wd0.2_lr3e-3,60m,60000000,1.0,1200000000,,1,0.003,0.2,42,4.405149094377906,81.871337890625,3478624,True,True,dolma_para_val_loss/chinchilla_1/60M/60M_seed42_dolma_para_K1_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K2_wd0.1_lr1e-3,60m,60000000,1.0,1200000000,,2,0.001,0.1,42,4.238890046164581,69.33086395263672,3478624,True,False,dolma_para_val_loss/chinchilla_1/60M/60M_seed42_dolma_para_K2_wd0.1_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K2_wd0.2_lr1e-3,60m,60000000,1.0,1200000000,,2,0.001,0.2,42,4.249922968570646,70.0999984741211,3478624,True,False,dolma_para_val_loss/chinchilla_1/60M/60M_seed42_dolma_para_K2_wd0.2_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K2_wd0.1_lr3e-3,60m,60000000,1.0,1200000000,,2,0.003,0.1,42,4.080855962009759,59.196109771728516,3478624,True,False,dolma_para_val_loss/chinchilla_1/60M/60M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K2_wd0.2_lr3e-3,60m,60000000,1.0,1200000000,,2,0.003,0.2,42,4.022804516071315,55.85755157470703,3478624,True,True,dolma_para_val_loss/chinchilla_1/60M/60M_seed42_dolma_para_K2_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K4_wd0.1_lr1e-3,60m,60000000,1.0,1200000000,,4,0.001,0.1,42,3.9564818194760254,52.273101806640625,3478624,True,False,dolma_para_val_loss/chinchilla_1/60M/60M_seed42_dolma_para_K4_wd0.1_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K4_wd0.2_lr1e-3,60m,60000000,1.0,1200000000,,4,0.001,0.2,42,3.9693751065070693,52.95143127441406,3478624,True,False,dolma_para_val_loss/chinchilla_1/60M/60M_seed42_dolma_para_K4_wd0.2_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K4_wd0.1_lr3e-3,60m,60000000,1.0,1200000000,,4,0.003,0.1,42,3.8612907742546425,47.52665328979492,3478624,True,True,dolma_para_val_loss/chinchilla_1/60M/60M_seed42_dolma_para_K4_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K4_wd0.2_lr3e-3,60m,60000000,1.0,1200000000,,4,0.003,0.2,42,3.9007803768941307,49.44102096557617,3478624,True,False,dolma_para_val_loss/chinchilla_1/60M/60M_seed42_dolma_para_K4_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K8_wd0.1_lr1e-3,60m,60000000,1.0,1200000000,,8,0.001,0.1,42,3.7368832809912993,41.966983795166016,3478624,True,False,dolma_para_val_loss/chinchilla_1/60M/60M_seed42_dolma_para_K8_wd0.1_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K8_wd0.2_lr1e-3,60m,60000000,1.0,1200000000,,8,0.001,0.2,42,3.7389732270373823,42.05478286743164,3478624,True,False,dolma_para_val_loss/chinchilla_1/60M/60M_seed42_dolma_para_K8_wd0.2_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K8_wd0.1_lr3e-3,60m,60000000,1.0,1200000000,,8,0.003,0.1,42,3.65462688156294,38.65309524536133,3478624,True,True,dolma_para_val_loss/chinchilla_1/60M/60M_seed42_dolma_para_K8_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K8_wd0.2_lr3e-3,60m,60000000,1.0,1200000000,,8,0.003,0.2,42,3.67207656460729,39.33349609375,3478624,True,False,dolma_para_val_loss/chinchilla_1/60M/60M_seed42_dolma_para_K8_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K16_wd0.1_lr3e-3,60m,60000000,1.0,1200000000,,16,0.003,0.1,42,3.4915235320562905,32.835933685302734,3478624,True,True,dolma_para_val_loss/chinchilla_1/60M/60M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K32_wd0.1_lr3e-3,60m,60000000,1.0,1200000000,,32,0.003,0.1,42,3.40522126183752,30.12095832824707,3478624,True,True,dolma_para_val_loss/chinchilla_1/60M/60M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K64_wd0.1_lr3e-3,60m,60000000,1.0,1200000000,,64,0.003,0.1,42,3.341059492934226,28.249038696289062,3478624,True,True,dolma_para_val_loss/chinchilla_1/60M/60M_seed42_dolma_para_K64_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K1_wd0.1_lr1e-3,60m,60000000,2.0,2400000000,,1,0.001,0.1,42,3.8439648739904952,46.710304260253906,3478624,True,False,dolma_para_val_loss/chinchilla_2/60M/60M_seed42_dolma_para_K1_wd0.1_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K1_wd0.2_lr1e-3,60m,60000000,2.0,2400000000,,1,0.001,0.2,42,3.8400535783167022,46.5279655456543,3478624,True,False,dolma_para_val_loss/chinchilla_2/60M/60M_seed42_dolma_para_K1_wd0.2_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K1_wd0.1_lr3e-3,60m,60000000,2.0,2400000000,,1,0.003,0.1,42,3.8066908720308215,45.00128173828125,3478624,True,True,dolma_para_val_loss/chinchilla_2/60M/60M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K1_wd0.2_lr3e-3,60m,60000000,2.0,2400000000,,1,0.003,0.2,42,3.8204562677695755,45.62501907348633,3478624,True,False,dolma_para_val_loss/chinchilla_2/60M/60M_seed42_dolma_para_K1_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K2_wd0.1_lr1e-3,60m,60000000,2.0,2400000000,,2,0.001,0.1,42,3.735414196848425,41.90538024902344,3478624,True,False,dolma_para_val_loss/chinchilla_2/60M/60M_seed42_dolma_para_K2_wd0.1_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K2_wd0.2_lr1e-3,60m,60000000,2.0,2400000000,,2,0.001,0.2,42,3.743275188599851,42.2360954284668,3478624,True,False,dolma_para_val_loss/chinchilla_2/60M/60M_seed42_dolma_para_K2_wd0.2_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K2_wd0.1_lr3e-3,60m,60000000,2.0,2400000000,,2,0.003,0.1,42,3.6690874287909887,39.216102600097656,3478624,True,False,dolma_para_val_loss/chinchilla_2/60M/60M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K2_wd0.2_lr3e-3,60m,60000000,2.0,2400000000,,2,0.003,0.2,42,3.651891970841281,38.54752731323242,3478624,True,True,dolma_para_val_loss/chinchilla_2/60M/60M_seed42_dolma_para_K2_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K4_wd0.1_lr1e-3,60m,60000000,2.0,2400000000,,4,0.001,0.1,42,3.620909679022308,37.37154769897461,3478624,True,False,dolma_para_val_loss/chinchilla_2/60M/60M_seed42_dolma_para_K4_wd0.1_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K4_wd0.2_lr1e-3,60m,60000000,2.0,2400000000,,4,0.001,0.2,42,3.6308658446889446,37.7454833984375,3478624,True,False,dolma_para_val_loss/chinchilla_2/60M/60M_seed42_dolma_para_K4_wd0.2_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K4_wd0.1_lr3e-3,60m,60000000,2.0,2400000000,,4,0.003,0.1,42,3.5197376682601145,33.775569915771484,3478624,True,True,dolma_para_val_loss/chinchilla_2/60M/60M_seed42_dolma_para_K4_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K4_wd0.2_lr3e-3,60m,60000000,2.0,2400000000,,4,0.003,0.2,42,3.523525166976718,33.90373611450195,3478624,True,False,dolma_para_val_loss/chinchilla_2/60M/60M_seed42_dolma_para_K4_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K8_wd0.1_lr1e-3,60m,60000000,2.0,2400000000,,8,0.001,0.1,42,3.511495588578204,33.498329162597656,3478624,True,False,dolma_para_val_loss/chinchilla_2/60M/60M_seed42_dolma_para_K8_wd0.1_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K8_wd0.2_lr1e-3,60m,60000000,2.0,2400000000,,8,0.001,0.2,42,3.523831609282237,33.91412353515625,3478624,True,False,dolma_para_val_loss/chinchilla_2/60M/60M_seed42_dolma_para_K8_wd0.2_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K8_wd0.1_lr3e-3,60m,60000000,2.0,2400000000,,8,0.003,0.1,42,3.4369614352239655,31.09233856201172,3478624,True,True,dolma_para_val_loss/chinchilla_2/60M/60M_seed42_dolma_para_K8_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K8_wd0.2_lr3e-3,60m,60000000,2.0,2400000000,,8,0.003,0.2,42,3.442858356639813,31.27623176574707,3478624,True,False,dolma_para_val_loss/chinchilla_2/60M/60M_seed42_dolma_para_K8_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K16_wd0.1_lr3e-3,60m,60000000,2.0,2400000000,,16,0.003,0.1,42,3.359902789880121,28.786394119262695,3478624,True,True,dolma_para_val_loss/chinchilla_2/60M/60M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K32_wd0.1_lr3e-3,60m,60000000,2.0,2400000000,,32,0.003,0.1,42,3.3174921651430322,27.59107208251953,3478624,True,True,dolma_para_val_loss/chinchilla_2/60M/60M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K64_wd0.1_lr3e-3,60m,60000000,2.0,2400000000,,64,0.003,0.1,42,3.2858868588700028,26.73267936706543,3478624,True,True,dolma_para_val_loss/chinchilla_2/60M/60M_seed42_dolma_para_K64_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K1_wd0.1_lr1e-3,60m,60000000,4.0,4800000000,,1,0.001,0.1,42,3.5442313805104764,34.61307144165039,3478624,True,False,dolma_para_val_loss/chinchilla_4/60M/60M_seed42_dolma_para_K1_wd0.1_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K1_wd0.2_lr1e-3,60m,60000000,4.0,4800000000,,1,0.001,0.2,42,3.539709985442071,34.45692825317383,3478624,True,False,dolma_para_val_loss/chinchilla_4/60M/60M_seed42_dolma_para_K1_wd0.2_lr1e-3.json
